Strain,Energy
0.012,1e-05
0.024,0.0001
0.036,0.0006075402025752
0.048,0.0027204903409371
0.06,0.0064726391737905
0.072,0.0112397391109
0.084,0.0164765021454869
0.096,0.0220272880901432
0.108,0.0278268027667996
0.12,0.0338350071243458
0.132,0.0400203811288651
0.144,0.0463696801563131
0.156,0.052880359016221
0.168,0.0595443643467023
0.18,0.0663518689648706
0.192,0.0733321156369987
0.204,0.0805554339399782
0.216,0.0880636212173958
0.228,0.0958271804087459
0.24,0.1041976062439117
0.252,0.113494981302843
0.264,0.1236986799638125
0.276,0.1348977517247485
0.288,0.1470945767768383
0.3,0.1601705789524225
0.312,0.1735051184248472
0.324,0.1867620151259734
0.336,0.200076540781617
0.348,0.2133026860159612
0.36,0.2264211764274097
0.372,0.2396195868734379
0.384,0.2530390481328463
0.396,0.2666503313575173
0.408,0.2804306498961075
0.42,0.294420844734533
0.432,0.308679661578238
0.444,0.3232797351771452
0.456,0.3382011572265533
0.468,0.3534612995841172
0.48,0.3691178567694235
0.492,0.3853904446453587
0.504,0.4026948664693748
0.516,0.4210352309580994
0.528,0.4404219229544941
0.54,0.4610800725699037
0.552,0.4832713351996908
0.5640000000000001,0.5074448534201099
0.5760000000000001,0.5341783801408899
0.588,0.564591561775499
0.6,0.6011955060055705
