Strain,Energy
0.012,1e-05
0.024,0.0012465966738037
0.036,0.0087148238991606
0.048,0.0261207825385068
0.06,0.0504570603472986
0.072,0.0782081197763089
0.084,0.1081256379673267
0.096,0.1393253566066985
0.108,0.1717633318377808
0.12,0.205703623853079
0.132,0.2413008341671169
0.144,0.2783557178379313
0.156,0.3168262986026236
0.168,0.356635798988633
0.18,0.3977448736427924
0.192,0.4404442225809848
0.204,0.4848857107078091
0.216,0.531211173234597
0.228,0.5793377295885042
0.24,0.6291298586373265
0.252,0.6804967370843562
0.264,0.733362569140602
0.276,0.7879110865810947
0.288,0.8443995373996069
0.3,0.9029292788916986
0.312,0.9633304077346992
0.324,1.0256087552003823
0.336,1.0900645689097894
0.348,1.1568690134519266
0.36,1.2260762565980965
0.372,1.2979429589859524
0.384,1.372818153264065
0.396,1.4511016022542325
0.408,1.5333144696285228
0.42,1.6198411830118231
0.432,1.7110157967799045
0.444,1.8073765255736296
0.456,1.9094677059458725
0.468,2.017615354897981
0.48,2.132200279818813
0.492,2.253716193511228
0.504,2.382547379601462
0.516,2.518950908432553
0.528,2.663738380782611
0.54,2.817592916536002
0.552,2.9804029217336634
0.5640000000000001,3.1525280701197573
0.5760000000000001,3.334898473834288
0.588,3.528351290252801
0.6,3.734169421309234
