Strain,Energy
0.012,1e-05
0.024,0.0001
0.036,0.0012219670504307
0.048,0.0043165904611392
0.06,0.0089342902738918
0.072,0.0142923956582359
0.084,0.0200933873518302
0.096,0.0262352116215395
0.108,0.0326765301565491
0.12,0.0393753570893101
0.132,0.0462982082240748
0.144,0.0534277460691832
0.156,0.0607514845266025
0.168,0.068251915278861
0.18,0.0759254746128739
0.192,0.0837709382481004
0.204,0.0919822008233859
0.216,0.1012392163636758
0.228,0.1123851713180013
0.24,0.1250142631794452
0.252,0.1384348611220263
0.264,0.152622688118907
0.276,0.1672016149608955
0.288,0.1816795292354089
0.3,0.196083286005364
0.312,0.2105574002163857
0.324,0.2249710048614606
0.336,0.2393687134132693
0.348,0.2538981933486782
0.36,0.2686620063498154
0.372,0.2836883727680921
0.384,0.2989526871056672
0.396,0.3144504450571084
0.408,0.3304791290936121
0.42,0.347358846704288
0.432,0.3650364782593989
0.444,0.3834882155265796
0.456,0.4031383536942386
0.468,0.4242575425716058
0.48,0.4466752360524307
0.492,0.4705451627886668
0.504,0.4962927130638382
0.516,0.5241271167553279
0.528,0.5551840471834081
0.54,0.5902446973714376
0.552,0.6297318002789623
0.5640000000000001,0.6753087180131079
0.5760000000000001,0.7282468858056863
0.588,0.7889606734289893
0.6,0.8587501426881607
