Strain,Energy
0.012,1e-05
0.024,0.0067564595038655
0.036,0.0250237241440471
0.048,0.0499279963144247
0.06,0.0775423417183308
0.072,0.1062131513989562
0.084,0.135117779640672
0.096,0.164493162700068
0.108,0.1950280101107393
0.12,0.2269263820450426
0.132,0.2600719629900653
0.144,0.2944075171861697
0.156,0.3299047852990927
0.168,0.3665855637077542
0.18,0.4045602341954669
0.192,0.4438860899128535
0.204,0.4846361841574531
0.216,0.5269011652961099
0.228,0.5708267384383897
0.24,0.6165456269090689
0.252,0.6641443793994716
0.264,0.7137086434074662
0.276,0.7653337682558627
0.288,0.8191735341523219
0.3,0.8754244769398791
0.312,0.9342712476819068
0.324,0.9959644097386698
0.336,1.0608386695040868
0.348,1.1290957989250354
0.36,1.2007697126733512
0.372,1.276062638366879
0.384,1.355580922686452
0.396,1.4400413402584369
0.408,1.5297775343882567
0.42,1.62466396376219
0.432,1.7244713795801254
0.444,1.82930658626406
0.456,1.9397750984285316
0.468,2.05618399194597
0.48,2.1787314032979377
0.492,2.308295994285736
0.504,2.445741061437584
0.516,2.591197624136925
0.528,2.744951194188452
0.54,2.906754788972942
0.552,3.076747361050864
0.5640000000000001,3.256569244189463
0.5760000000000001,3.447647300230602
0.588,3.6508388909373495
0.6,3.865923326124005
