Strain,Energy
0.012,1e-05
0.024,0.0047984353817545
0.036,0.0198715060688759
0.048,0.0437343728982599
0.06,0.0714455692732912
0.072,0.099398495925244
0.084,0.1271033089444974
0.096,0.1554427792430492
0.108,0.185129976166251
0.12,0.2163375450502005
0.132,0.2490069381594797
0.144,0.2830285818991437
0.156,0.3185062222568628
0.168,0.3555539300676253
0.18,0.3941505553961564
0.192,0.4343068074046635
0.204,0.4760142311483378
0.216,0.5192834493273163
0.228,0.5641265305158315
0.24,0.6105552365697893
0.252,0.6585827890469654
0.264,0.7082553731806513
0.276,0.7597297495357005
0.288,0.8133098150937673
0.3,0.8695059745050902
0.312,0.9284459009756292
0.324,0.9900024420234697
0.336,1.0542498072166104
0.348,1.121351777230806
0.36,1.1916766689673848
0.372,1.2654972852767503
0.384,1.3430641331228794
0.396,1.4246436871314256
0.408,1.51046761001809
0.42,1.6009191237821074
0.432,1.6963758381014884
0.444,1.7970053043402248
0.456,1.903159366233194
0.468,2.015295678689313
0.48,2.133727737638952
0.492,2.258677649487834
0.504,2.3902477187983613
0.516,2.5288447203407847
0.528,2.6753928023135627
0.54,2.8306081051625336
0.552,2.995203914516816
0.5640000000000001,3.1696305478847644
0.5760000000000001,3.353995719638248
0.588,3.5497554257406607
0.6,3.7598909146614887
