Strain,Energy
0.012,1e-05
0.024,0.0030186104965308
0.036,0.0158063777623238
0.048,0.0415616709724867
0.06,0.07617971994128
0.072,0.1148565697230918
0.084,0.1554956830284246
0.096,0.1973851008670962
0.108,0.2404060694609941
0.12,0.2842697967495827
0.132,0.3291069049445963
0.144,0.3750988120505035
0.156,0.422448105193983
0.168,0.4713472206721341
0.18,0.5220043595125287
0.192,0.5745202791529513
0.204,0.6287442562096848
0.216,0.6847404032490533
0.228,0.7424792135818558
0.24,0.8020239116298653
0.252,0.8634907381304084
0.264,0.9267190306619232
0.276,0.9916899147545916
0.288,1.0585594884478349
0.3,1.1276241782223146
0.312,1.1990778590303648
0.324,1.2736050217131003
0.336,1.3515287497188553
0.348,1.432280140005793
0.36,1.515844519211878
0.372,1.602748901671302
0.384,1.6932346387264334
0.396,1.7879303630547
0.408,1.8877091587761792
0.42,1.9928740993373883
0.432,2.103852432602368
0.444,2.221365650645968
0.456,2.345719695709089
0.468,2.477075684860758
0.48,2.615989182243574
0.492,2.762604442420622
0.504,2.9169914252706084
0.516,3.0801638246460783
0.528,3.252952920776301
0.54,3.4363512307275648
0.552,3.631393245887945
0.5640000000000001,3.8385554362291865
0.5760000000000001,4.058462845155826
0.588,4.291810474193363
0.6,4.541839197692898
