Strain,Energy
0.012,1e-05
0.024,0.0049283456960563
0.036,0.0203839299313817
0.048,0.0450285025789038
0.06,0.0742313228286239
0.072,0.1042680690707889
0.084,0.1341581459826999
0.096,0.1643250966439693
0.108,0.1952422475495098
0.12,0.2271858082773792
0.132,0.2603266702917903
0.144,0.2947776479856135
0.156,0.3306007381864883
0.168,0.3684236072566103
0.18,0.4086052728359851
0.192,0.450979087223012
0.204,0.4956684426662545
0.216,0.5423789163668913
0.228,0.5906362200784729
0.24,0.6405548272988827
0.252,0.6924941641455982
0.264,0.746554082995897
0.276,0.8026743228424891
0.288,0.8608081432685398
0.3,0.9212525230708544
0.312,0.9842597428433796
0.324,1.049723311973484
0.336,1.117746750633949
0.348,1.1887162402451017
0.36,1.2629848018191534
0.372,1.340783311819015
0.384,1.422488197786814
0.396,1.5082158034455844
0.408,1.5982830431348372
0.42,1.6933857251194877
0.432,1.7938407858516086
0.444,1.9000983813156551
0.456,2.012190808323394
0.468,2.1297651369967894
0.48,2.2529799472880807
0.492,2.382658131304816
0.504,2.5198724862226385
0.516,2.665132645080906
0.528,2.8188113442101908
0.54,2.9805715960249355
0.552,3.1499302280236905
0.5640000000000001,3.329102128283451
0.5760000000000001,3.5204181955214926
0.588,3.722742647516336
0.6,3.935577960488777
