Strain,Energy
0.012,1e-05
0.024,0.0083414046585954
0.036,0.0313615100689026
0.048,0.0638338991551963
0.06,0.1013011601227189
0.072,0.1418141559197535
0.084,0.1844682989709182
0.096,0.2288525175549023
0.108,0.2746747973385948
0.12,0.3218876625213801
0.132,0.3706262634238564
0.144,0.421163259074761
0.156,0.4736325293459931
0.168,0.528630947646604
0.18,0.5865180665874945
0.192,0.6469665429445411
0.204,0.7098843343542668
0.216,0.7751084917227569
0.228,0.8428293266319912
0.24,0.9131516137023984
0.252,0.9858931681972568
0.264,1.0611483946356246
0.276,1.1390163461945733
0.288,1.2195956040234197
0.3,1.3031244631096195
0.312,1.389769421765174
0.324,1.479505792181881
0.336,1.5728423046721671
0.348,1.670576305784735
0.36,1.7729213147588734
0.372,1.8797995461452417
0.384,1.9914387124400517
0.396,2.1082568083778974
0.408,2.230590477896473
0.42,2.359070023017801
0.432,2.4945790913572723
0.444,2.6374438760552668
0.456,2.787558817108416
0.468,2.945240710496821
0.48,3.111118811103037
0.492,3.2863837939069387
0.504,3.472650359748405
0.516,3.6705048972555225
0.528,3.879016182916617
0.54,4.098338292498313
0.552,4.329616192159221
0.5640000000000001,4.573870103598684
0.5760000000000001,4.832939278706773
0.588,5.108569730760357
0.6,5.401708370891512
