Strain,Energy
0.012,1e-05
0.024,0.0079978387891543
0.036,0.0298152784813147
0.048,0.0595047684401971
0.06,0.0915120259365938
0.072,0.1237355675743647
0.084,0.1563208095479264
0.096,0.189987721745439
0.108,0.2250347115212787
0.12,0.2615229606485871
0.132,0.2994973991615897
0.144,0.3390032079553882
0.156,0.3800748598578846
0.168,0.4227709640511864
0.18,0.4671792402856836
0.192,0.5133392525862789
0.204,0.5612399556928611
0.216,0.610909752858494
0.228,0.6624149471321282
0.24,0.7161472994236928
0.252,0.7723631169850456
0.264,0.8308688567210736
0.276,0.8915706911147177
0.288,0.954530103043337
0.3,1.019833573395641
0.312,1.087666980060418
0.324,1.1583711407539423
0.336,1.2322879590486835
0.348,1.3097012443800788
0.36,1.390836499340225
0.372,1.4759770790111528
0.384,1.565491687190348
0.396,1.659662438177924
0.408,1.7587047675995306
0.42,1.8628022226667167
0.432,1.9721379663224985
0.444,2.087182143826637
0.456,2.2085517518898388
0.468,2.3359783676789942
0.48,2.4695018963962467
0.492,2.610294072971565
0.504,2.759158966362876
0.516,2.916228162833753
0.528,3.0820928289164304
0.54,3.258407214928161
0.552,3.4471978212020864
0.5640000000000001,3.649325674625944
0.5760000000000001,3.865051412055132
0.588,4.09596907898216
0.6,4.342181146975322
