Strain,Energy
0.012,1e-05
0.024,0.0044510668583766
0.036,0.0187640332961824
0.048,0.0422517526796901
0.06,0.0709130480292366
0.072,0.1016354725806557
0.084,0.133575356326375
0.096,0.1664912408956976
0.108,0.2002043361272864
0.12,0.2347047950078945
0.132,0.2700410634926425
0.144,0.3063134740814792
0.156,0.3436553822067308
0.168,0.3823130449007184
0.18,0.4225458950886511
0.192,0.4644580883376905
0.204,0.5080393561023491
0.216,0.5532267928814099
0.228,0.6001729865282003
0.24,0.6490145860001381
0.252,0.7002206964034307
0.264,0.7540479566302133
0.276,0.809955894023074
0.288,0.867736445675255
0.3,0.9275480533791908
0.312,0.9899979265536594
0.324,1.055787216341011
0.336,1.1249268352585224
0.348,1.1970696570392223
0.36,1.2720813342216413
0.372,1.350384544063739
0.384,1.4327009142066611
0.396,1.5192912027842136
0.408,1.6103411566479335
0.42,1.7064812169097745
0.432,1.8083802126215949
0.444,1.9164943480477987
0.456,2.030829004209469
0.468,2.151132589156864
0.48,2.2774933607122168
0.492,2.4101367726530296
0.504,2.5493246032186967
0.516,2.69580783150898
0.528,2.849796312714221
0.54,3.011722576663216
0.552,3.1829020070652314
0.5640000000000001,3.3643142628952054
0.5760000000000001,3.557067055582933
0.588,3.762617787264548
0.6,3.981274236258207
