Strain,Energy
0.012,1e-05
0.024,0.001074685866055
0.036,0.0077394752664352
0.048,0.0233696521107204
0.06,0.0450226185726712
0.072,0.0692811348005085
0.084,0.0953256778236589
0.096,0.1226319104933993
0.108,0.1508191286438477
0.12,0.1797677137762795
0.132,0.2095197981423759
0.144,0.2400012163859346
0.156,0.2712034809601602
0.168,0.3033143996726478
0.18,0.3364860286751117
0.192,0.370894044671551
0.204,0.4067360436942181
0.216,0.444048374514794
0.228,0.4826912765579048
0.24,0.522713286518785
0.252,0.5642240305597566
0.264,0.6072466501326101
0.276,0.6519142216826477
0.288,0.6983217460341155
0.3,0.746467674126303
0.312,0.7964020762346263
0.324,0.848311308776847
0.336,0.902428092928957
0.348,0.9590278738641655
0.36,1.0185337673745276
0.372,1.0816478310222124
0.384,1.148658231999635
0.396,1.2190031448623275
0.408,1.292458254670976
0.42,1.3696190383793312
0.432,1.4513556674795578
0.444,1.5385144017079275
0.456,1.631160607065672
0.468,1.730207823176771
0.48,1.8366869801202816
0.492,1.9498666091472516
0.504,2.069019018031637
0.516,2.194374780807478
0.528,2.326942647018152
0.54,2.4678255868415424
0.552,2.618406142321267
0.5640000000000001,2.7795298656672403
0.5760000000000001,2.950861419246603
0.588,3.131982652959905
0.6,3.323043792222037
