Strain,Energy
0.012,1e-05
0.024,0.0007724624236858
0.036,0.00630162657893
0.048,0.0198671435125644
0.06,0.038956836503664
0.072,0.060457946066292
0.084,0.084292515999571
0.096,0.1103385601046582
0.108,0.1376913932161883
0.12,0.1659860886045914
0.132,0.1953085961836133
0.144,0.2258386566643604
0.156,0.2572960527949187
0.168,0.289360100852134
0.18,0.3222026133244761
0.192,0.3560426348515804
0.204,0.3908968053395872
0.216,0.4266363116666465
0.228,0.4632826478936189
0.24,0.5011611726074833
0.252,0.5404934082030939
0.264,0.5812847837335805
0.276,0.6236104690615253
0.288,0.6676721178340872
0.3,0.7137337351990063
0.312,0.7618240388543108
0.324,0.8119199010983781
0.336,0.8642602930425206
0.348,0.91907078918031
0.36,0.9763770503050886
0.372,1.0361397570160689
0.384,1.0992448494885692
0.396,1.1663980394703923
0.408,1.2376268402363766
0.42,1.3131512781457009
0.432,1.3930665900111134
0.444,1.4780585062335592
0.456,1.5695192426050062
0.468,1.668789192761801
0.48,1.7754619900659232
0.492,1.889196963856886
0.504,2.0115646888929124
0.516,2.1435577466985336
0.528,2.285839332652825
0.54,2.437227889753207
0.552,2.597008339978616
0.5640000000000001,2.7664602336976305
0.5760000000000001,2.9459487018313397
0.588,3.136179853987471
0.6,3.3375375287770304
