Strain,Energy
0.012,1e-05
0.024,0.0047525441972231
0.036,0.0185419204260341
0.048,0.0388628436593413
0.06,0.0619405026660043
0.072,0.0850374929582545
0.084,0.1078481166959101
0.096,0.1313685643744311
0.108,0.1559654677303915
0.12,0.181692704059498
0.132,0.2085364995508354
0.144,0.2365321800757952
0.156,0.2656855106831733
0.168,0.2959996518502741
0.18,0.327501714277113
0.192,0.3601830683013514
0.204,0.3940701510498625
0.216,0.4292376348582696
0.228,0.4657604800097326
0.24,0.5037551565859465
0.252,0.5434482632471908
0.264,0.5850063242452898
0.276,0.6285467844546504
0.288,0.6742959853979656
0.3,0.7223122119669868
0.312,0.7724248368930583
0.324,0.8247369706469805
0.336,0.8796150567687251
0.348,0.9372626963147772
0.36,0.9976925357923186
0.372,1.061062223786922
0.384,1.1281029716839346
0.396,1.1990876809765378
0.408,1.2741489279337832
0.42,1.353967903375208
0.432,1.4388590409963944
0.444,1.5289105533716534
0.456,1.6242793656525691
0.468,1.7265335336918786
0.48,1.837364124089843
0.492,1.9563307000954375
0.504,2.082353880485531
0.516,2.215726276494085
0.528,2.358269388094597
0.54,2.509323103232769
0.552,2.6682073523153584
0.5640000000000001,2.83671056325582
0.5760000000000001,3.016296163878509
0.588,3.208689435550615
0.6,3.414966079064336
