Strain,Energy
0.012,1e-05
0.024,0.0001
0.036,0.0005422006456832
0.048,0.0022354357565067
0.06,0.0050422877882362
0.072,0.0084286584856778
0.084,0.0120674668985098
0.096,0.015915685652524
0.108,0.0199392834225855
0.12,0.0241076341509975
0.132,0.0284033879492369
0.144,0.032803565792794
0.156,0.0372890278744141
0.168,0.0418497222546894
0.18,0.0464761483988366
0.192,0.0511611826263838
0.204,0.055974656861732
0.216,0.061190965717978
0.228,0.0672784074561703
0.24,0.0741563103480941
0.252,0.0813602311766994
0.264,0.0887246746093692
0.276,0.0961360176768784
0.288,0.1034662180778694
0.3,0.1107301622327457
0.312,0.1180741465717706
0.324,0.1254585201837289
0.336,0.1328174159547717
0.348,0.1402490572666832
0.36,0.1478294720699874
0.372,0.1555645889266001
0.384,0.1633834176391278
0.396,0.1712278808819851
0.408,0.1791302556202332
0.42,0.187083949170012
0.432,0.195029308757931
0.444,0.2030452832744793
0.456,0.2113094893842225
0.468,0.219879826211455
0.48,0.2289663137688607
0.492,0.2387351874181255
0.504,0.2490872390531305
0.516,0.260232779649344
0.528,0.2724913257386646
0.54,0.2857355938799463
0.552,0.2997159054845591
0.5640000000000001,0.3147122878913801
0.5760000000000001,0.3312982806195985
0.588,0.3499210234605314
0.6,0.3719055112607424
