Strain,Energy
0.012,1e-05
0.024,0.0085012977354529
0.036,0.0336940208728877
0.048,0.072528346441951
0.06,0.1202846403165228
0.072,0.1741762141547714
0.084,0.2319456920624597
0.096,0.2917122860987968
0.108,0.3528480133640809
0.12,0.4151025692307271
0.132,0.4784296419102818
0.144,0.5428680496471041
0.156,0.608969282195777
0.168,0.6772480513784455
0.18,0.747629872887128
0.192,0.819947444756417
0.204,0.8941084291654675
0.216,0.970225119942029
0.228,1.0482801807717652
0.24,1.1282353782061714
0.252,1.2102414260900587
0.264,1.2943874720526367
0.276,1.380760552697787
0.288,1.469527901257854
0.3,1.560869428065126
0.312,1.6551668547651568
0.324,1.752969324906037
0.336,1.8544804088846176
0.348,1.9598736130314829
0.36,2.0697857730614038
0.372,2.184863829564708
0.384,2.3055591730684037
0.396,2.432012155681398
0.408,2.5644317940645864
0.42,2.703491700762922
0.432,2.85002425170672
0.444,3.005042629867997
0.456,3.1690853508575856
0.468,3.3426586066569435
0.48,3.526516537293172
0.492,3.721306706118077
0.504,3.927814237314768
0.516,4.1465290395896295
0.528,4.377779752592231
0.54,4.623251968373212
0.552,4.884590761173278
0.5640000000000001,5.163266879544848
0.5760000000000001,5.461566812441926
0.588,5.780777599408285
0.6,6.12269875761231
