Strain,Energy
0.012,1e-05
0.024,0.003205611555813
0.036,0.0142233585845843
0.048,0.0334314896222085
0.06,0.057696957171725
0.072,0.0842057528636906
0.084,0.1118517799301469
0.096,0.1401558247594636
0.108,0.1690269431975387
0.12,0.1984771581016315
0.132,0.2285846915202348
0.144,0.2594644473515913
0.156,0.2912453066676093
0.168,0.3240501223113438
0.18,0.3580668944663308
0.192,0.3937261686965033
0.204,0.4315337391721475
0.216,0.471615810950892
0.228,0.5135933758665079
0.24,0.5571161334887498
0.252,0.60250363135039
0.264,0.6501456236099996
0.276,0.6999684270141905
0.288,0.7518407150120786
0.3,0.8057168172033938
0.312,0.8616045374307851
0.324,0.9195492960831388
0.336,0.9799044356159357
0.348,1.043221405610884
0.36,1.109739795709325
0.372,1.1794803235354006
0.384,1.253104878201831
0.396,1.3312412418562802
0.408,1.4136715935829238
0.42,1.5002526851939513
0.432,1.591284493248841
0.444,1.687078181077203
0.456,1.7879555390242965
0.468,1.894319675509753
0.48,2.006291119406056
0.492,2.1246464384753256
0.504,2.250719028119678
0.516,2.3842654890086425
0.528,2.5265959168424965
0.54,2.67906953837308
0.552,2.8408787197377365
0.5640000000000001,3.012420491332728
0.5760000000000001,3.194747036933465
0.588,3.388600107126795
0.6,3.5934203647982392
