Strain,Energy
0.012,1e-05
0.024,0.0001
0.036,0.001240865129857
0.048,0.0045698922979046
0.06,0.0095245217417136
0.072,0.0151741037542015
0.084,0.021217571097364
0.096,0.0275899813026323
0.108,0.0342432327314101
0.12,0.0411303238039781
0.132,0.048203315895602
0.144,0.0554344965593924
0.156,0.0628166857871755
0.168,0.0703427010235166
0.18,0.0780078268696734
0.192,0.0859677197376796
0.204,0.0944306347506719
0.216,0.1033835291275974
0.228,0.1131084324408913
0.24,0.1237013692909082
0.252,0.1347773905923895
0.264,0.1462866452212998
0.276,0.1583358227683216
0.288,0.1708410124431991
0.3,0.1835801697361514
0.312,0.1965206131839784
0.324,0.2098161069476554
0.336,0.2235089528484943
0.348,0.2375096482591309
0.36,0.2517495011074211
0.372,0.2663084753504761
0.384,0.2813717823943967
0.396,0.2970137273207178
0.408,0.3131265500586135
0.42,0.3295603759648617
0.432,0.3463359679176052
0.444,0.3637505459455509
0.456,0.3820321585315238
0.468,0.4020043043132708
0.48,0.4237746757581902
0.492,0.4467284124537152
0.504,0.4712005456125433
0.516,0.4975771494281049
0.528,0.5265074272638252
0.54,0.5584123267419968
0.552,0.593564284997011
0.5640000000000001,0.6324427086909415
0.5760000000000001,0.6750346207830173
0.588,0.7210938200257065
0.6,0.770927410708681
