Strain,Energy
0.012,1e-05
0.024,0.0001260691058223
0.036,0.0017730073637031
0.048,0.006381112031538
0.06,0.0132413067594669
0.072,0.0211789071537538
0.084,0.0297936807326391
0.096,0.0389395232868768
0.108,0.0485392141786398
0.12,0.0585224825847611
0.132,0.0688265238265774
0.144,0.0793934852393991
0.156,0.0901779278216249
0.168,0.1011568777065342
0.18,0.1123199525603168
0.192,0.1236578161132254
0.204,0.1352432249280697
0.216,0.1473008436720504
0.228,0.1598971193407977
0.24,0.1727882020599135
0.252,0.1859537128990698
0.264,0.1994585509332122
0.276,0.2131774180783611
0.288,0.2271455909835874
0.3,0.2414829494403565
0.312,0.2561996725814681
0.324,0.2714512287132222
0.336,0.2873404025323782
0.348,0.303796628617299
0.36,0.3209138947094283
0.372,0.3386866640391783
0.384,0.3569181298462148
0.396,0.3756395480392722
0.408,0.3949576838995484
0.42,0.4148378887025824
0.432,0.4353500624132452
0.444,0.4566858300133682
0.456,0.4789206657571322
0.468,0.5022043666539642
0.48,0.5267302666409417
0.492,0.5525507074681475
0.504,0.5798231676184953
0.516,0.6088224394655003
0.528,0.6401898628093807
0.54,0.6746770588521709
0.552,0.7124898595731158
0.5640000000000001,0.7551673582055658
0.5760000000000001,0.8055703619231291
0.588,0.8647305145948087
0.6,0.9345498703790952
