Strain,Energy
0.012,1e-05
0.024,0.0018954796443704
0.036,0.0094819397332558
0.048,0.0240963293926992
0.06,0.0431003510118549
0.072,0.0640036782529136
0.084,0.08624025675571
0.096,0.1095298759648659
0.108,0.1336881745469471
0.12,0.1586162744362867
0.132,0.1842370340812034
0.144,0.2105077024505091
0.156,0.2374161844509666
0.168,0.2651158853765724
0.18,0.2938271004542191
0.192,0.3238665204320051
0.204,0.3555301863657077
0.216,0.3885092921458895
0.228,0.4223653522336296
0.24,0.4572056040100055
0.252,0.4932438866334641
0.264,0.5308549805236527
0.276,0.5705429070751883
0.288,0.6122317972674313
0.3,0.6555128442111947
0.312,0.7005726075073289
0.324,0.7475354925888843
0.336,0.7963827344111388
0.348,0.8475980222853672
0.36,0.9014370371605676
0.372,0.9575775086367811
0.384,1.0163731186287814
0.396,1.0783501825160389
0.408,1.1436275093706032
0.42,1.21311225873477
0.432,1.2877976550193164
0.444,1.367669633356912
0.456,1.453303095533848
0.468,1.5451157122626384
0.48,1.6427040571790588
0.492,1.7469549291568027
0.504,1.85889578844521
0.516,1.9784756894576945
0.528,2.1063727889883825
0.54,2.243737164934956
0.552,2.391268283919837
0.5640000000000001,2.5496668092723365
0.5760000000000001,2.7188898462720794
0.588,2.8988313141893216
0.6,3.090537410023473
