Strain,Energy
0.012,1e-05
0.024,0.0130840401828548
0.036,0.0503053233432719
0.048,0.1022981948129775
0.06,0.1561724087576794
0.072,0.2067226469316144
0.084,0.2575050147273949
0.096,0.3115558334902452
0.108,0.3683499835771237
0.12,0.4274204175475827
0.132,0.4886823368021792
0.144,0.5521525009507842
0.156,0.6177673691078356
0.168,0.6854770067408664
0.18,0.7552731398461633
0.192,0.8271218631209187
0.204,0.9009724278152748
0.216,0.9768276676361812
0.228,1.0547458990954914
0.24,1.1348972587519988
0.252,1.217558444194284
0.264,1.302997022317557
0.276,1.391841033784173
0.288,1.4851106312822124
0.3,1.5824680316304254
0.312,1.6838528999658848
0.324,1.7903931292797493
0.336,1.9026635562710847
0.348,2.020982575603498
0.36,2.145386921341343
0.372,2.275830438693103
0.384,2.412753711539075
0.396,2.5568470391444444
0.408,2.7085276311535056
0.42,2.8686088286270843
0.432,3.038212670874311
0.444,3.2174896576452667
0.456,3.4065218197857843
0.468,3.606836269509082
0.48,3.8193751577351582
0.492,4.044100757117309
0.504,4.281539559820316
0.516,4.532603703842359
0.528,4.798931073485829
0.54,5.082156656790384
0.552,5.384238968439036
0.5640000000000001,5.706744816917591
0.5760000000000001,6.049743065996331
0.588,6.413901865532151
0.6,6.801749908045288
