Strain,Energy
0.012,1e-05
0.024,0.0139645727505293
0.036,0.0509270500184525
0.048,0.0998936594194758
0.06,0.1531385282025067
0.072,0.207973089600404
0.084,0.263594788656631
0.096,0.3205438541986986
0.108,0.3792058473960132
0.12,0.4395191481234222
0.132,0.5012995861777404
0.144,0.5647643701461396
0.156,0.6304178996694318
0.168,0.6986938279504871
0.18,0.7696590953283668
0.192,0.8431210012635735
0.204,0.918983031474783
0.216,0.9971478545580472
0.228,1.0776785322420757
0.24,1.160690598639274
0.252,1.246172389348135
0.264,1.334318261522366
0.276,1.425402177996726
0.288,1.5194433223213797
0.3,1.6166675252405618
0.312,1.717359520113462
0.324,1.8218503684199248
0.336,1.9308011685985773
0.348,2.0447961096267946
0.36,2.164321980644416
0.372,2.2899588309262504
0.384,2.421906088910293
0.396,2.5605683945182496
0.408,2.7065716910481914
0.42,2.8600678386773994
0.432,3.0212833691344545
0.444,3.1905476428219863
0.456,3.3683553632237206
0.468,3.556002702139321
0.48,3.7548529758535945
0.492,3.9653054221586994
0.504,4.187522922782599
0.516,4.422090090353412
0.528,4.669261824565241
0.54,4.929613242517674
0.552,5.2051588794535
0.5640000000000001,5.497889270143716
0.5760000000000001,5.808883886253075
0.588,6.138743242525874
0.6,6.488250754994184
