Strain,Energy
0.012,1e-05
0.024,0.0151578986352369
0.036,0.0545934533100751
0.048,0.1050945575530181
0.06,0.1577717159052623
0.072,0.210850133254112
0.084,0.2652665983179637
0.096,0.3222194791694381
0.108,0.3818217218598585
0.12,0.4438277566052661
0.132,0.507936576586499
0.144,0.5739030694544667
0.156,0.6416081994468981
0.168,0.7111316158890513
0.18,0.7827158071717701
0.192,0.8564865294161977
0.204,0.932384349949227
0.216,1.010438092173383
0.228,1.090827351380943
0.24,1.1737705570494406
0.252,1.2593971410954117
0.264,1.347826206330209
0.276,1.4392800642591754
0.288,1.534000686594406
0.3,1.632230988659087
0.312,1.734169846243845
0.324,1.840053698523638
0.336,1.9502803843625776
0.348,2.0653195353020597
0.36,2.1856141260745563
0.372,2.311570977142412
0.384,2.443697048784419
0.396,2.5826361301961134
0.408,2.7289126167404225
0.42,2.8831022971680453
0.432,3.045926718752072
0.444,3.217713992610848
0.456,3.398878599080222
0.468,3.5900737886492577
0.48,3.791942742015604
0.492,4.005494365138967
0.504,4.231615566914081
0.516,4.470468065623569
0.528,4.722658267976597
0.54,4.988737267104658
0.552,5.269223892324158
0.5640000000000001,5.565738420318482
0.5760000000000001,5.8805860497285
0.588,6.21648170888077
0.6,6.574274602662658
