Strain,Energy
0.012,1e-05
0.024,0.0018878593580154
0.036,0.0101620402371765
0.048,0.0273071609965261
0.06,0.0509853150572105
0.072,0.0781035682935705
0.084,0.1071439717750228
0.096,0.137347591372862
0.108,0.1688848676600693
0.12,0.2020155661460994
0.132,0.2365083367630071
0.144,0.2721970523797282
0.156,0.3091915898250434
0.168,0.3475382719716119
0.18,0.3872149347802694
0.192,0.4282125687377755
0.204,0.4705331124610562
0.216,0.5142626658661705
0.228,0.5593773700353495
0.24,0.6059697831052949
0.252,0.6541568604756124
0.264,0.7039277331621829
0.276,0.7554334048873392
0.288,0.808817885315442
0.3,0.8640747344607408
0.312,0.9212017765818956
0.324,0.9803886492592848
0.336,1.0416858529347626
0.348,1.1052152680740206
0.36,1.1715180378197043
0.372,1.2408004714983063
0.384,1.3133118007320663
0.396,1.3893690949291022
0.408,1.4692355731083797
0.42,1.553421631659308
0.432,1.6424681134184134
0.444,1.737484676256149
0.456,1.8386364301118008
0.468,1.9456971681667168
0.48,2.0594549993579494
0.492,2.180466922027016
0.504,2.309044443470523
0.516,2.4459536822167003
0.528,2.592992366445017
0.54,2.749713223827825
0.552,2.9145761689197385
0.5640000000000001,3.089198630418865
0.5760000000000001,3.276106421220531
0.588,3.4760395366657675
0.6,3.688393713770541
