CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.774349,0.479575,0.264418,1.28022,6.85413,1.09863,0.839025,0.893092,-0.0826494,0.751218
3.04626,0.219927,0.505289,1.17145,5.26155,0.841722,0.832666,0.7880769999999999,0.00973045,0.819375
5.70876,0.687327,0.564951,2.00331,16.3286,4.20964,0.637488,0.8298369999999999,0.0646366,0.772144
8.38789,0.660532,0.584835,1.8811,18.5035,3.48522,0.745384,0.642238,-0.289735,0.600781
10.632,0.477616,0.184703,1.06693,4.50517,0.635922,0.849146,0.891919,1.76768,0.793796
13.3488,0.429447,0.338115,1.25063,5.85077,1.0242,0.692893,0.816953,0.0897122,0.839834
2.62888,1.95063,0.527988,2.36059,23.5249,6.88744,0.752844,0.8641549999999999,-0.248144,0.744152
9.554,0.929888,0.297037,0.863249,2.50079,0.336826,0.27172,0.5234409999999999,-0.53633,0.936146
12.4484,1.20979,0.560117,1.32909,7.30888,1.22931,0.632567,0.38774099999999995,-0.6141530000000001,0.759291
10.8312,1.79046,0.229644,1.06674,4.10214,0.635579,0.716664,0.889636,-0.211026,0.871472
13.7667,2.00409,0.179749,0.762972,2.30861,0.232554,0.872409,0.8811140000000001,0.8987949999999999,0.792164
0.230319,2.1006,0.726624,1.2584,7.26737,1.04341,0.85966,0.171646,-1.3047300000000002,0.684556
7.37162,2.30381,0.571735,1.36717,7.16932,1.33804,0.525619,0.577428,0.244926,0.819067
4.5632,1.89413,1.00831,1.71677,9.88513,2.64933,0.291567,0.312129,-1.21218,0.936683
6.00696,2.65434,1.00674,1.81658,10.9743,3.13879,0.26527,0.134203,-0.97348,0.944674
9.89573,3.98995,0.602566,2.55496,26.0646,8.73278,0.722618,0.843674,0.777976,0.786807
12.7739,3.9129,0.50482,2.31063,21.4533,6.45938,0.752724,0.899414,-1.1243699999999999,0.781839
4.40778,4.44994,0.936244,2.88425,28.5541,12.5631,0.407328,0.816199,-0.784465,0.915262
7.01911,4.29243,0.24763,1.74734,14.5085,2.79339,0.920311,0.8870560000000001,0.7372759999999999,0.661123
0.676147,4.01816,0.799697,2.17811,19.1224,5.41048,0.532545,0.569587,-1.05529,0.779408
2.39583,4.04284,0.252347,1.26197,6.03557,1.05232,0.751576,0.8656489999999999,-0.37128700000000003,0.828958
2.17509,5.32777,1.34941,2.4669,23.1284,7.86053,0.489837,0.44762300000000005,-1.03636,0.826621
11.3612,6.3697,1.05176,2.66549,28.2999,9.91579,0.157715,0.7689860000000001,-0.697656,0.788709
6.2914,6.49473,0.756234,2.3458,19.6817,6.75882,0.38149,0.7993779999999999,-0.417331,0.878351
8.83622,6.6173,0.679881,2.24827,17.6606,5.95036,0.4122,0.841421,-0.49324599999999996,0.899169
0.986411,7.75304,0.933412,2.97874,32.3025,13.8387,0.57316,0.8162220000000001,0.954546,0.862935
13.2768,7.68274,2.05359,2.8721,38.3256,12.4049,0.822493,0.049960199999999996,-0.669566,0.676174
3.81048,7.75229,0.412253,2.13362,17.725,5.08566,0.800264,0.898968,-0.36345500000000003,0.806858
6.20115,8.62513,0.33465,1.70769,13.3321,2.60749,0.82565,0.815653,-1.6624700000000001,0.687177
9.42671,8.9652,1.8131,3.6059,51.6147,24.5492,0.510925,0.111694,-0.5595300000000001,0.791411
11.7138,10.6704,0.854049,2.68825,29.5114,10.172,0.427266,0.790749,0.71815,0.769307
13.2569,9.29337,0.337991,1.37311,6.56874,1.35554,0.610454,0.8969840000000001,-1.04932,0.90173
2.70345,10.1058,0.524938,1.88461,12.5139,3.50477,0.506464,0.88569,-0.720831,0.891658
4.75484,10.2561,0.320385,1.65469,11.5225,2.37219,0.847869,0.8768980000000001,-1.28965,0.746514
7.39268,10.6743,0.7457,2.35564,19.4741,6.84422,0.357269,0.882413,-1.3397999999999999,0.895178
0.452503,11.0125,0.728121,1.71142,11.7676,2.62464,0.568999,0.383926,1.18662,0.781943
13.5191,11.5945,0.497565,1.65214,10.5797,2.36121,0.799789,0.8870610000000001,-0.8892140000000001,0.810531
9.36159,11.2821,0.174249,1.20995,6.56331,0.927472,0.898549,0.8931749999999999,-0.740603,0.700748
2.29266,12.3632,0.406311,2.00663,18.7906,4.23056,0.856923,0.818891,1.7087100000000002,0.673197
4.24817,11.4403,1.51011,2.20286,17.8723,5.59707,0.224873,0.625362,1.13069,0.852989
7.69135,12.6717,0.344319,1.48172,10.0064,1.70334,0.884505,0.844898,1.5244499999999999,0.689299
5.57122,12.5378,0.23261,0.929527,2.92392,0.420518,0.556266,0.8983589999999999,-0.643369,0.928342
10.2117,12.6389,1.5851,2.66139,24.2985,9.87017,0.486478,0.296139,-0.100811,0.915774
12.55,12.7915,0.956066,1.54849,8.5603,1.94412,0.364429,0.226336,-0.37466900000000003,0.87999
0.450399,13.0404,1.38674,1.91617,16.8348,3.68382,0.81863,0.28366399999999997,-0.707272,0.685186
3.8536,13.0555,0.485373,0.811907,2.50636,0.280231,0.412783,0.371492,1.60021,0.826261
13.5469,13.6109,0.646019,1.2412,6.0779,1.00122,0.808764,0.12364000000000001,0.343167,0.796312
4.82656,13.6342,0.533549,1.20169,6.72217,0.908607,0.78906,0.8983530000000001,0.145881,0.674878
8.17311,13.4476,1.30122,1.80412,13.2216,3.07465,0.727574,0.204466,-0.27589600000000003,0.773388
1.21888,13.7304,0.248306,0.778412,2.09093,0.24696,0.653048,0.83833,1.7760900000000002,0.910394
11.2789,13.8081,0.8625,1.30441,9.62566,1.16208,0.967418,0.459198,0.0161849,0.555322
2.66173,13.369,2.04661,2.5735,30.2401,8.92417,0.805012,0.175364,-0.400251,0.688039
12.2728,0.201698,1.23505,1.24572,6.54453,1.01219,0.886318,0.0775862,-0.11816700000000001,0.744929
1.06217,10.0207,0.473768,0.64729,1.39973,0.142002,0.453804,0.221507,-0.6452169999999999,0.940376
11.1809,2.14127,2.62757,4.10802,66.5256,36.299,0.343557,0.48956299999999997,-0.7042100000000001,0.796939
13.5554,1.01104,1.52311,1.78958,12.9342,3.00091,0.867238,0.509647,-0.9321980000000001,0.777882
8.88892,2.30688,1.01638,0.914632,2.97883,0.400624,0.525806,0.21562599999999998,-0.244778,0.882258
1.31981,0.470124,1.8097,1.72194,11.1407,2.67334,0.679479,0.17696,1.47943,0.83613
11.8558,8.79496,1.4642,1.78232,10.6956,2.96455,0.322138,0.19655799999999998,0.680245,0.933075
7.71863,3.90947,2.02521,3.12744,35.4379,16.0164,0.240895,0.684584,-0.6581990000000001,0.86708
6.94836,8.15376,1.77949,2.27525,17.3772,6.16714,0.317729,0.39195300000000005,-0.578328,0.935895
5.85566,11.3475,1.23779,1.1681,4.62412,0.834519,0.354086,0.218011,-0.0970192,0.926999
6.63021,13.6343,1.58123,1.33328,6.43354,1.24097,0.704372,0.11843999999999999,-0.030826199999999998,0.868046
0.184125,0.747244,2.21033,1.33549,8.3179,1.24715,0.947199,0.230982,0.8622920000000001,0.673621
7.1153,1.40375,1.32489,1.13279,4.41317,0.761117,0.254758,0.596282,-0.504662,0.913484
0.440605,5.75435,1.98005,1.78253,11.6768,2.96558,0.681265,0.481756,0.8506189999999999,0.854872
4.34034,6.73121,2.00366,2.40157,19.871,7.25239,0.164848,0.6986150000000001,-0.277746,0.911838
3.53555,8.98033,2.05603,2.4875,22.3604,8.05913,0.38922,0.638407,-0.710574,0.869353
5.46703,12.7475,1.71311,1.8814,11.9912,3.48694,0.451615,0.601584,-0.47149,0.927366
13.0109,5.10084,2.29859,2.6584,24.5333,9.8369,0.361708,0.039035600000000004,-0.24839,0.904969
8.58677,11.4016,4.58027,4.61831,85.0353,51.5759,0.515897,0.106025,-0.253323,0.787982
2.36953,11.5405,1.60134,1.48727,7.35072,1.72255,0.241011,0.163728,1.45796,0.945369
7.07706,12.2652,1.70013,1.53257,8.39428,1.88479,0.437675,0.25931,0.9562350000000001,0.87904
13.3571,9.68473,1.3961,1.05155,3.65664,0.608825,0.184148,0.356324,-1.0557699999999999,0.950014
1.6443,2.53614,2.64053,2.87923,32.2912,12.4975,0.605248,0.203122,0.56127,0.806523
1.34515,9.97799,2.29797,2.52628,24.0792,8.44192,0.304175,0.321154,-0.8749790000000001,0.832664
5.00879,0.509707,2.26598,2.07092,15.3964,4.65039,0.695035,0.33547,-0.0203607,0.875103
10.0741,0.226642,1.94013,1.21129,5.68328,0.930559,0.798009,0.317423,-1.7559,0.811049
13.5513,2.65285,2.86948,2.18485,20.0655,5.4609,0.87197,0.231146,-0.905998,0.747382
3.28022,1.57456,1.91585,1.4704,7.37176,1.66458,0.202354,0.76103,0.7732399999999999,0.921402
9.05504,1.09741,2.50972,1.59171,8.98639,2.11151,0.555922,0.132956,-0.32530299999999995,0.885715
5.00746,8.218,1.48097,0.494868,0.782785,0.063455,0.363048,0.023595799999999997,1.6647800000000001,0.982846
5.76885,9.89262,3.10301,3.01427,30.5404,14.3398,0.372231,0.196581,-1.0271299999999999,0.934626
13.4231,10.8517,2.51726,2.09264,17.9211,4.79823,0.677843,0.33983800000000003,0.830807,0.76767
5.85357,5.22894,2.04272,1.37922,6.79716,1.37372,0.305718,0.446458,-0.879109,0.8792
13.0486,13.0682,2.83261,2.40069,23.0218,7.2445,0.573489,0.347432,-0.516968,0.786473
3.01186,4.03597,2.12188,1.08596,4.2691,0.670565,0.531282,0.556343,0.847196,0.867843
2.27142,7.07017,2.68283,2.2291,17.3253,5.79944,0.32787,0.74855,-0.90067,0.901008
7.55801,0.550613,3.29308,2.5363,27.2616,8.54276,0.802372,0.28728000000000004,0.043342799999999994,0.741307
9.27993,6.12845,3.22319,3.17775,35.896,16.8019,0.317784,0.390237,-0.211938,0.883777
10.1021,4.94839,1.90926,0.460427,0.670742,0.051107,0.491528,0.354527,-0.320273,0.992922
1.83203,12.3452,2.56259,0.991738,3.52008,0.510727,0.558634,0.08835889999999999,0.224829,0.87779
4.85422,13.4643,3.06245,1.51289,10.6591,1.8131,0.800288,0.38845799999999997,-1.40861,0.674595
4.32106,2.07285,2.78843,1.76595,11.7132,2.8836,0.660107,0.453425,1.65804,0.836433
6.22796,2.24493,3.75722,2.81128,27.2237,11.6335,0.374195,0.07464900000000001,1.35312,0.912036
5.52703,7.73962,3.20809,2.13247,16.0441,5.07743,0.424996,0.305332,-0.338323,0.890425
4.85467,3.56111,2.84963,1.55997,9.01173,1.98769,0.598569,0.27801,0.625041,0.848348
1.25839,4.71732,3.38484,2.29042,18.8336,6.29131,0.266772,0.263768,-1.35335,0.875073
11.5286,10.8828,3.07956,2.1579,15.4354,5.26128,0.354644,0.8734919999999999,-0.903848,0.947752
3.65334,11.9435,6.09131,4.65113,83.4475,52.6834,0.543493,0.200767,0.741143,0.814429
11.1737,4.8569,3.3504,2.02383,14.2726,4.34032,0.318851,0.34514,-0.05329710000000001,0.90156
4.37969,5.32244,3.20483,1.69349,10.2639,2.543,0.456951,0.23568899999999998,0.6900069999999999,0.877815
4.66294,11.9657,3.1428,1.70873,10.0726,2.61229,0.325106,0.875372,-1.65262,0.910657
10.9911,13.5908,3.41993,1.60581,9.74036,2.1681,0.728573,0.304487,-0.060538,0.831692
2.88302,0.771695,4.07102,3.01564,36.195,14.3594,0.612015,0.55326,-0.0434922,0.78933
11.4387,8.28069,3.69791,2.50244,21.6288,8.20525,0.196063,0.607935,-0.569778,0.90959
0.523135,11.7336,3.95407,2.50982,24.3404,8.27796,0.760378,0.469001,-0.8915179999999999,0.813026
11.7801,6.51452,3.2922,1.52124,8.23512,1.84328,0.249278,0.159514,-0.8435980000000001,0.882827
2.33538,11.2676,3.2552,1.61999,9.05467,2.22607,0.229887,0.15674,-0.658267,0.91055
6.47739,5.58372,4.15816,3.14361,33.862,16.2661,0.218492,0.156909,-1.64096,0.91684
3.17065,4.21483,4.4141,2.88734,36.5985,12.6035,0.673954,0.20185199999999998,1.55001,0.715621
1.06729,6.94291,5.22923,3.91277,59.2432,31.3653,0.632662,0.13941900000000002,-0.703198,0.811855
8.61763,13.6488,4.50418,1.9863,18.5439,4.10331,0.934944,0.0966913,0.0031355800000000002,0.668404
