CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.654916,0.11486,0.674693,0.936301,4.07736,0.429779,0.936207,0.165295,-1.7099600000000001,0.675463
2.09083,0.748615,0.770158,1.96272,13.7509,3.95891,0.414361,0.316444,-1.11569,0.88011
6.10041,0.384912,0.480411,1.46238,7.87976,1.63748,0.731497,0.8790439999999999,0.0731096,0.85262
8.83796,0.730118,2.02491,2.33995,24.0946,6.70839,0.654792,0.156311,0.127416,0.71391
9.84069,0.75445,0.325379,1.5778,12.1334,2.05663,0.798357,0.8340879999999999,-1.21015,0.644571
13.2827,1.19944,1.71433,2.09831,19.866,4.83733,0.73967,0.359084,0.90886,0.69627
11.8109,0.769596,0.726322,1.84055,13.3347,3.26467,0.467165,0.75721,0.509276,0.798105
7.43488,1.35993,0.42636,1.56141,11.1547,1.99317,0.684307,0.8306100000000001,1.49745,0.686628
0.613402,0.968866,0.334948,0.763347,2.37288,0.232897,0.645983,0.771545,0.58415,0.771467
12.9487,1.35538,0.200727,0.952942,3.86861,0.453103,0.847734,0.831119,1.07133,0.737441
5.13644,1.33805,0.801483,1.77168,12.9478,2.91173,0.634995,0.8310150000000001,0.422566,0.761593
11.0941,2.54946,0.964694,1.64579,11.3278,2.33412,0.518449,0.541142,0.895198,0.751195
3.71043,1.64787,0.909688,1.64029,11.0191,2.31079,0.608832,0.21507,-1.23057,0.767086
0.518343,2.26149,0.10208,0.838208,3.21601,0.308357,0.916789,0.868048,1.24773,0.686334
13.7244,2.0055,0.0915833,0.539721,1.16935,0.08232,0.81935,0.8336530000000001,-0.659285,0.782607
7.80259,2.83447,0.478206,1.39421,7.68765,1.41899,0.737031,0.527054,-1.7587799999999998,0.794347
2.71453,4.4173,0.586041,2.45417,26.579,7.73945,0.725817,0.8249299999999999,1.07577,0.711901
5.20047,2.48896,0.0736321,0.517858,1.11755,0.072716,0.94163,0.873159,-0.0441198,0.753881
6.6775,3.12051,0.210614,1.16166,5.35568,0.820799,0.856509,0.886421,-1.01357,0.791578
13.1275,3.06024,1.07818,2.23484,23.3057,5.84438,0.383088,0.6534350000000001,-1.24408,0.673256
9.00939,3.28515,1.13254,2.44708,26.5047,7.67257,0.66626,0.823699,1.23709,0.709778
9.52721,3.06137,0.0600858,0.534422,1.13835,0.079919,0.902094,0.884801,-0.196268,0.788207
11.4392,3.707,0.170713,0.81978,2.36075,0.288463,0.704375,0.870617,-1.57084,0.894324
10.3866,3.94132,0.0963736,0.747272,2.2987,0.218491,0.879883,0.89683,-0.8458060000000001,0.763174
