CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.598957,1.2283,1.08684,2.5233,31.6008,8.41208,0.881578,0.501607,-0.90244,0.632978
3.56082,1.23,0.649783,2.64489,27.314,9.68769,0.710248,0.841084,0.390839,0.804597
5.70524,0.529329,0.611308,1.57877,8.33265,2.0604,0.34598,0.641539,-1.57649,0.939728
7.51447,0.382206,1.94163,2.21997,22.5583,5.72844,0.908911,0.11871999999999999,-0.0451285,0.686332
9.7747,1.05564,0.950848,2.68704,27.9148,10.1583,0.295883,0.8940300000000001,1.03575,0.812575
11.8551,1.31116,1.35482,3.00336,32.2299,14.1848,0.539313,0.288351,1.7953999999999999,0.879238
13.4626,0.309058,0.269608,0.984131,4.26185,0.499065,0.755968,0.791315,0.220322,0.713933
7.67313,2.41122,0.547748,2.57955,26.8469,8.98729,0.760091,0.847206,-1.26985,0.77865
13.5106,2.1688,0.229088,1.18061,5.76102,0.861616,0.849266,0.892578,0.868128,0.760082
5.58688,2.19202,0.306072,1.27915,5.72012,1.09589,0.681801,0.861695,0.89691,0.898646
12.3341,3.65084,0.275913,1.58069,10.3325,2.06795,0.882006,0.867303,-1.13432,0.759692
2.62151,4.28421,0.790209,2.96765,32.9749,13.6847,0.664262,0.863691,-1.28968,0.839055
10.7471,4.83745,0.902336,2.94966,32.4052,13.4374,0.737692,0.819696,0.76986,0.843489
4.58144,3.59823,0.268874,1.41195,7.99726,1.47387,0.793278,0.844538,-1.10644,0.783158
13.7757,4.01719,0.185904,0.698393,1.84056,0.17836,0.800669,0.8875839999999999,-0.911415,0.832526
5.45012,4.50802,1.68847,3.05325,33.4764,14.9034,0.457011,0.5237660000000001,1.18816,0.874852
7.001,5.51151,0.544922,1.88375,12.7687,3.49997,0.454902,0.8236279999999999,-1.60226,0.873066
9.38155,6.01913,0.285922,1.59292,10.4315,2.11631,0.856169,0.871746,0.575453,0.764173
12.7729,7.67382,0.719365,2.97674,34.1904,13.8109,0.784108,0.885012,-0.900397,0.814193
13.7928,5.32713,0.541567,0.941996,3.69375,0.437668,0.892835,0.421145,0.865387,0.754709
0.177587,5.84774,0.09906519999999999,0.670427,1.91151,0.15778,0.936349,0.896172,0.9502679999999999,0.738714
4.75168,6.75733,0.329027,1.82081,14.0919,3.16075,0.863982,0.8992619999999999,0.9963420000000001,0.739105
1.60166,7.16089,1.5421,3.31108,42.0632,19.0067,0.231534,0.40421399999999996,1.14051,0.818814
8.10315,6.50676,0.137623,0.596504,1.18401,0.111132,0.54257,0.838905,0.312895,0.944107
6.34435,6.86268,0.918308,1.92428,12.7316,3.73081,0.532413,0.5008050000000001,-1.52708,0.913696
9.34353,8.22894,0.685196,2.90007,32.5808,12.7709,0.795514,0.8788290000000001,-1.71411,0.810968
2.6455,8.34484,0.125463,1.10952,7.62355,0.715155,0.959539,0.8750020000000001,-0.488622,0.507295
0.582623,9.68545,0.684044,2.15494,19.7506,5.23967,0.759063,0.8501080000000001,0.990801,0.738652
6.21917,8.90659,1.18592,2.9009,29.9762,12.7819,0.279307,0.48386,-1.6491999999999998,0.881937
