CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
1.30177,0.194461,1.08069,1.39555,10.0969,1.42311,0.929497,0.137089,0.0264084,0.605977
1.44143,2.13824,0.518582,2.27735,28.0816,6.18429,0.887969,0.791373,1.5703,0.580215
2.93452,0.222466,0.204521,0.69434,1.81483,0.175273,0.607301,0.716935,1.62066,0.834562
4.74677,0.950656,0.71275,1.98142,16.9507,4.07313,0.671906,0.539049,1.26148,0.727636
6.59535,1.19457,0.698842,2.06095,18.7085,4.58351,0.441203,0.731122,1.03637,0.713252
8.34591,0.520617,0.263868,1.13838,5.53335,0.772436,0.769481,0.801527,0.584991,0.735762
10.1234,0.810854,0.544554,1.7919,13.7345,3.01257,0.784536,0.876785,1.5744200000000002,0.734452
13.6115,0.0825532,0.246596,0.599557,1.55799,0.112847,0.902871,0.82407,0.0444416,0.724848
13.3556,1.06738,0.776127,1.5899,10.434,2.10431,0.422984,0.433257,0.8166249999999999,0.761092
12.3214,1.61741,0.178891,1.25812,7.98026,1.04272,0.910648,0.895949,0.5262720000000001,0.623131
0.209678,0.872052,0.386876,0.753477,1.9728,0.223979,0.581285,0.663886,1.03405,0.904076
3.10931,1.49425,0.924071,1.53739,8.97608,1.90262,0.560314,0.464003,0.994816,0.827242
10.9371,2.24486,0.304369,1.27982,7.82091,1.0976,0.813405,0.733163,-0.332596,0.657945
9.05078,2.47387,0.525322,1.77063,15.3088,2.90658,0.742422,0.7118439999999999,-0.229968,0.643374
4.45346,2.47224,0.6386,1.7757,12.8145,2.93162,0.60396,0.783827,-0.00200042,0.773016
13.5704,2.82256,0.26627,1.05939,4.31146,0.622545,0.788013,0.891618,1.10965,0.817786
7.39304,2.48443,1.16631,1.51012,9.16721,1.80315,0.603153,0.5985240000000001,-0.104563,0.781511
7.50414,4.44577,0.928516,2.44115,28.6024,7.617,0.570078,0.625733,0.880389,0.654543
3.92698,4.47717,0.325194,1.80345,16.7214,3.07122,0.862006,0.843361,0.795458,0.611064
5.8014,3.25832,0.960839,1.47503,9.81563,1.68036,0.628673,0.265806,1.3072,0.69636
12.2943,2.73798,1.28707,2.10331,18.2004,4.87197,0.524007,0.764783,-1.76769,0.763613
0.665946,3.31081,0.146364,0.643621,1.39928,0.139601,0.611083,0.869611,-1.16642,0.930046
2.31613,3.79269,1.38623,2.1364,22.4025,5.10556,0.57372,0.31037,0.33303,0.640053
9.83684,3.48743,0.720266,1.08596,5.02317,0.670565,0.397927,0.339221,1.24476,0.737565
11.6235,4.196,0.726467,2.04222,17.5447,4.45969,0.518705,0.542181,-1.73317,0.746808
6.07046,3.98585,0.259401,0.998354,3.99145,0.521017,0.782836,0.736572,1.4549100000000001,0.784491
9.47332,4.65165,0.465467,1.51165,9.53552,1.80864,0.354747,0.8590300000000001,1.26257,0.752849
0.786272,5.17167,1.30143,2.13678,22.8705,5.1083,0.621245,0.44292499999999996,0.538707,0.62718
6.22312,6.2828,0.484465,1.97584,19.174,4.03883,0.789517,0.876952,-0.9214610000000001,0.639649
13.7215,4.94854,0.211593,0.755777,2.44501,0.226037,0.718171,0.8346339999999999,0.7642369999999999,0.733933
2.45801,5.21568,0.362569,1.08799,5.0711,0.674338,0.628332,0.483986,0.32077100000000003,0.733332
10.7046,5.87053,0.182094,0.990849,5.00087,0.509355,0.93344,0.8651260000000001,0.6760670000000001,0.616764
11.9128,5.59025,0.241934,1.01303,3.66882,0.544341,0.650512,0.846343,-0.41052900000000003,0.878763
13.032,5.90379,0.418936,1.35717,7.0847,1.30889,0.596509,0.879062,0.8723009999999999,0.816766
8.95232,6.01893,0.584252,1.55511,9.4093,1.96916,0.415765,0.430404,-0.65051,0.807448
0.66836,5.73866,0.198272,0.721357,1.81698,0.196539,0.471153,0.84968,-0.136039,0.899707
2.43071,6.77303,0.411075,1.97046,19.6878,4.0059,0.90118,0.8985540000000001,1.53249,0.619566
7.65485,6.47596,0.317577,1.15907,6.12598,0.815311,0.793303,0.7373489999999999,-1.12027,0.688954
0.498159,7.1218,0.467128,1.60598,11.5217,2.16879,0.828721,0.7682720000000001,-0.920971,0.703257
4.937,6.30628,0.577096,1.15335,5.06395,0.803306,0.561428,0.764253,0.9872029999999999,0.825243
10.1242,6.7982,0.349581,0.914893,2.91337,0.400967,0.439514,0.38232,0.985309,0.902598
13.7192,6.67646,0.946227,1.01537,5.23491,0.548114,0.904518,0.341785,1.11313,0.618712
12.1825,7.10947,0.123483,0.977092,4.44694,0.488432,0.939164,0.88766,1.6725700000000001,0.674464
