CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.533416,0.54174,0.23783,1.14708,5.06785,0.790272,0.769933,0.887309,-0.537393,0.815665
2.81534,0.495708,0.867162,1.7251,11.2849,2.68809,0.513705,0.08948919999999999,1.7351699999999999,0.828479
4.56702,0.420258,0.498894,1.44648,7.43228,1.58466,0.575108,0.831861,1.79518,0.884408
6.12816,0.190335,0.127966,0.678586,1.8024,0.163611,0.858299,0.8931629999999999,-0.057875699999999995,0.802618
7.63671,0.581366,0.434543,1.5792,11.3638,2.06212,0.775016,0.844905,-0.321258,0.689451
11.2614,0.231532,0.174304,0.824304,2.6179,0.293265,0.838244,0.8954819999999999,-1.7997999999999998,0.815401
13.3751,0.942087,0.930196,2.1184,16.8983,4.97762,0.672737,0.357066,-0.850663,0.834299
9.12105,0.377669,0.133615,0.578801,1.11466,0.101528,0.556788,0.8695189999999999,-0.6315550000000001,0.944201
10.029,0.818407,0.735101,1.59841,10.2539,2.13826,0.302283,0.792246,1.1611,0.78277
1.64696,1.90989,0.485141,1.78829,13.2721,2.99439,0.550666,0.855453,-0.696819,0.756978
11.6349,1.46523,0.667855,1.82514,11.1393,3.18338,0.258737,0.655702,-1.53899,0.939477
3.71403,1.25518,0.305706,0.833834,2.52141,0.303555,0.380216,0.6826059999999999,-0.279997,0.866294
5.15506,1.7593,0.654574,1.75808,11.2933,2.84519,0.537673,0.874948,-0.39919899999999997,0.859809
9.66299,2.56492,0.489939,2.23981,22.5245,5.88348,0.912804,0.8464449999999999,0.09078409999999999,0.699711
2.94833,2.50997,1.01601,1.87459,12.7229,3.44921,0.508483,0.6738259999999999,1.16597,0.867715
13.113,3.72665,0.345797,1.57929,10.7715,2.06246,0.775602,0.8622759999999999,-0.944299,0.72744
4.9029,4.00495,0.728102,2.29615,19.4662,6.33864,0.518019,0.689594,1.17774,0.85088
6.88755,3.4957,1.57419,2.70492,31.5062,10.3624,0.511303,0.408234,0.7037909999999999,0.72956
3.67529,3.1526,0.159701,0.817826,2.3974,0.286405,0.768241,0.890066,1.28517,0.876456
0.40908,4.19173,0.358327,1.37496,8.94102,1.36102,0.799028,0.77381,0.962452,0.664264
2.0434,4.26702,0.567735,1.78788,10.6811,2.99233,0.334223,0.8194400000000001,-1.19784,0.940173
9.1674,3.71749,0.780201,1.78678,13.3615,2.98684,0.488181,0.5149819999999999,-0.305097,0.750648
7.75313,4.82194,0.583728,1.70062,11.1412,2.57524,0.413859,0.58026,1.09439,0.815511
11.3353,3.99508,0.0163212,0.501901,1.48735,0.066199,0.98588,0.890232,-0.500514,0.532072
10.2549,5.67521,0.713624,2.61866,28.6629,9.40232,0.774008,0.849569,-0.9195709999999999,0.751601
6.60393,4.57121,0.163769,0.957489,3.97132,0.45962,0.875585,0.8231050000000001,1.06002,0.725241
3.42336,4.46777,0.175524,0.73292,1.82725,0.206143,0.538624,0.875007,1.02376,0.92356
11.9792,4.2292,0.762196,1.19987,4.87668,0.904491,0.437573,0.761073,0.7771389999999999,0.927461
