CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.432581,0.535214,0.899527,1.60767,9.54061,2.17565,0.715471,0.0623393,-1.24049,0.851073
2.13951,0.258469,0.481906,1.42055,8.80743,1.50097,0.913744,0.870622,-0.052706600000000006,0.719807
5.443,0.693773,0.491682,1.92322,16.446,3.72464,0.773718,0.77161,0.0322071,0.706555
8.11073,0.738992,1.05493,2.47637,23.5012,7.95143,0.529717,0.531104,1.78729,0.819767
11.5045,0.445462,0.682167,2.00998,16.6046,4.25183,0.858429,0.794025,-0.061352500000000004,0.764374
13.1758,1.98772,0.959989,2.74297,27.9645,10.8059,0.712521,0.87967,0.925076,0.845246
3.45097,1.49803,0.212775,1.45921,9.3004,1.62685,0.907979,0.879255,-0.870167,0.719251
0.811075,2.5935,1.16927,2.64461,26.6549,9.68461,0.502762,0.339266,0.972811,0.82432
6.9818,3.15319,1.44871,3.73273,55.9662,27.2318,0.353862,0.0724986,-1.77655,0.782125
10.9623,2.76452,1.30927,3.45532,47.8454,21.6004,0.645031,0.46317,-0.152984,0.783944
4.25805,4.76346,1.34349,3.47109,47.1768,21.8975,0.627043,0.516022,0.5101209999999999,0.802328
0.914754,4.4684,0.251898,1.59163,11.6303,2.11117,0.888886,0.888177,1.33483,0.684293
13.1899,4.98914,0.651097,2.15353,17.0179,5.22938,0.592372,0.8600749999999999,-1.01057,0.856141
10.9937,5.93459,0.921961,3.06752,32.9799,15.1133,0.449341,0.873893,0.8298829999999999,0.896343
1.96051,5.01364,1.36178,2.47957,21.442,7.9823,0.367041,0.29906900000000003,-1.6192900000000001,0.900819
5.94598,5.45963,0.458489,1.33119,5.9391,1.23514,0.403936,0.859733,-0.706342,0.937364
7.72581,6.27282,1.00684,3.07425,36.1862,15.2131,0.480644,0.841294,-0.9632769999999999,0.820513
0.530839,6.73352,0.575065,1.85969,12.8525,3.36757,0.735507,0.827445,-0.9128010000000001,0.845362
1.86873,6.39845,0.462018,1.27608,5.62045,1.088,0.515218,0.524958,1.2198900000000001,0.910188
5.4986,7.20982,0.38564,1.8437,14.0811,3.28148,0.817482,0.8444759999999999,-1.44784,0.758393
2.82813,7.57024,0.439905,2.18449,19.8184,5.45816,0.861686,0.832913,-0.404321,0.75645
13.0553,7.87921,0.458948,2.07934,17.3045,4.70733,0.808057,0.843592,-0.897324,0.784951
9.35491,7.82921,0.44938,1.72312,10.499,2.67883,0.600785,0.8711230000000001,1.1560599999999999,0.888447
7.9442,9.14334,0.288269,1.47613,9.01059,1.68413,0.777428,0.8327370000000001,0.257947,0.75971
12.385,8.34828,2.36545,3.62765,49.4557,24.9961,0.706489,0.417385,-0.00842371,0.835955
4.16332,8.47242,1.58329,3.03555,33.0872,14.6458,0.670728,0.737599,-1.70661,0.874913
0.811979,9.70452,0.687078,2.17691,17.783,5.40156,0.354803,0.872625,1.03658,0.837194
6.58372,8.472,0.954428,1.829,12.0622,3.20362,0.659725,0.564925,-0.8635339999999999,0.87127
3.2707,10.2583,0.711924,2.4957,22.3072,8.13905,0.530593,0.8854869999999999,0.506977,0.877178
10.0878,10.0201,0.799551,2.56317,23.0715,8.81716,0.437561,0.839943,0.43207900000000005,0.894598
5.55648,10.6823,0.170387,1.35539,9.6235,1.30374,0.967658,0.862598,1.0403799999999999,0.599716
12.1251,10.1333,0.920926,2.05009,15.5213,4.51148,0.492356,0.35853,1.36296,0.850683
13.4186,10.6682,0.402831,1.58113,9.98666,2.06966,0.782482,0.8275239999999999,-0.713051,0.786436
8.5211,12.2588,0.61248,2.36688,20.9159,6.94266,0.683281,0.773738,0.8644240000000001,0.841445
7.47676,10.2036,0.984335,1.74813,10.2261,2.79717,0.109387,0.583057,-0.869928,0.938828
6.78516,11.8376,0.649467,1.68584,9.71106,2.5087,0.357961,0.5633859999999999,0.761382,0.919426
1.30357,11.9035,0.252122,1.65262,12.8245,2.36327,0.919492,0.890098,-0.115958,0.66904
11.3414,12.4913,1.14649,3.06329,31.6909,15.0508,0.25915,0.820107,-0.629658,0.93023
3.80158,12.5829,0.250875,1.64086,11.91,2.31319,0.904445,0.875403,-0.397809,0.710198
13.4409,12.6879,0.68763,1.85106,13.2207,3.32093,0.689778,0.888332,-0.9462130000000001,0.814211
6.07387,13.0231,0.27502,1.37125,7.21788,1.35005,0.792545,0.876387,0.433882,0.818416
0.802535,13.4792,0.359537,1.36589,7.09735,1.33427,0.701806,0.823036,-1.79596,0.825817
7.53582,13.7156,0.47496,1.19592,6.61777,0.895573,0.843012,0.8947839999999999,0.0506437,0.678953
9.58884,13.7326,0.112558,0.733327,2.32562,0.206486,0.93221,0.8960370000000001,-0.025305900000000003,0.72645
12.8751,13.7621,0.244412,0.854367,3.06082,0.326536,0.870707,0.875161,0.0356452,0.749206
4.73784,13.626,0.856883,1.66389,11.3236,2.41198,0.858092,0.844433,-1.76103,0.768095
2.32788,1.38319,1.28175,2.28962,17.692,6.28479,0.425359,0.410605,-0.731301,0.930896
2.46617,13.0141,1.73924,2.87751,31.0417,12.4753,0.56662,0.7997,1.44136,0.83799
3.85849,2.21109,2.26904,3.55693,48.4687,23.5627,0.719034,0.632993,1.17917,0.820049
5.60478,10.4892,1.41597,2.27563,17.7836,6.17023,0.427008,0.783578,-0.152247,0.914812
1.4686,8.30825,1.08015,1.28102,5.567,1.10069,0.508314,0.627406,0.419007,0.92606
0.920719,8.01402,3.07608,3.54611,48.2061,23.3484,0.717341,0.471691,0.8641759999999999,0.819507
9.43134,13.5166,1.9143,1.88571,13.3485,3.51095,0.750571,0.129798,-1.50761,0.836887
1.18867,11.2197,1.62376,2.36937,19.4662,6.96462,0.488475,0.6152000000000001,-0.5106860000000001,0.906015
0.104975,12.4426,1.361,0.977777,4.54448,0.489461,0.94379,0.13353500000000001,-0.903606,0.660915
9.30939,4.58068,2.00302,2.44368,20.3557,7.64067,0.505598,0.8464060000000001,-0.9612390000000001,0.92162
0.363001,4.74636,2.54938,2.19881,21.4607,5.5662,0.918353,0.052422199999999995,1.04187,0.707748
5.0928,12.1637,2.07162,2.69479,24.244,10.2464,0.456965,0.271546,-0.736294,0.941012
9.73399,1.95034,2.50693,2.75918,26.909,10.9986,0.648686,0.315701,0.10570299999999999,0.888817
5.02016,7.07192,3.53452,3.68445,50.4004,26.1887,0.641534,0.491418,1.67089,0.846174
12.7733,6.30102,1.54637,1.33463,5.96513,1.24475,0.583605,0.421194,-1.2671999999999999,0.938106
12.9478,13.431,1.64926,1.40014,6.8041,1.43717,0.485644,0.414755,-0.7325149999999999,0.905147
2.16058,7.24851,1.50885,1.14325,4.39388,0.782383,0.494099,0.486571,-0.41267600000000004,0.934507
0.106307,13.8501,1.61581,0.540469,1.29081,0.082663,0.947396,0.0054083099999999995,-0.532237,0.710936
10.3673,0.322018,2.71317,2.12228,19.7778,5.00506,0.91877,0.37985599999999997,0.011296800000000001,0.715451
9.45321,7.33222,1.70077,1.62464,8.80592,2.24528,0.457305,0.703395,-1.1094199999999999,0.94165
7.45703,9.28785,3.05545,3.65802,46.6369,25.6293,0.614189,0.5496690000000001,1.4625700000000001,0.901389
8.99913,11.2871,2.18093,2.64486,24.1112,9.68735,0.46351,0.8138420000000001,0.21510300000000002,0.911457
7.00063,13.0349,2.7875,2.88188,28.7881,12.5322,0.498696,0.10156000000000001,-1.40631,0.906336
6.2404,0.986112,2.65402,2.52429,22.4321,8.42202,0.387694,0.182425,-1.25296,0.892396
13.479,6.20943,2.92632,2.10769,16.9997,4.9025,0.815735,0.027237300000000002,1.2603499999999999,0.820957
13.5513,4.11456,2.19618,1.61398,9.76254,2.20137,0.722307,0.6743819999999999,-0.9679139999999999,0.83827
13.0422,11.2304,2.72513,2.73315,25.6499,10.6903,0.355329,0.8852509999999999,0.808238,0.914935
1.15127,0.412673,2.78939,2.01279,18.6716,4.26966,0.828143,0.514568,1.70238,0.681656
12.8586,1.56569,3.73551,3.45782,43.651,21.6474,0.59264,0.6380089999999999,0.932657,0.860518
2.17497,5.95597,4.01479,3.37539,40.4265,20.1358,0.68518,0.305996,1.56434,0.885383
6.92376,11.4272,2.05674,0.925976,2.76041,0.415716,0.3108,0.452339,-0.40340600000000004,0.97583
13.686,13.3496,2.73005,1.3723,7.74985,1.35314,0.866284,0.052477,-0.731226,0.763399
11.3161,4.89314,3.21148,2.88023,29.0707,12.5106,0.671838,0.61624,-1.78535,0.896495
1.59528,3.60369,2.38089,1.14124,4.39488,0.778267,0.360805,0.8038420000000001,-0.59732,0.931015
3.47582,10.132,3.33432,3.10568,31.52,15.6844,0.413832,0.494367,-0.227714,0.961337
6.50745,5.12311,2.59065,1.47322,7.33055,1.67418,0.233308,0.19485399999999997,-1.1174,0.930142
0.397174,13.0508,3.13969,1.82225,12.0985,3.16829,0.819375,0.043824100000000005,1.72554,0.862256
4.58452,13.655,2.77822,1.4853,8.4434,1.71569,0.822017,0.69556,0.0223678,0.820841
1.31062,1.69813,2.79192,1.70303,10.0672,2.58622,0.452228,0.8812690000000001,-1.4342599999999999,0.905081
10.6445,9.90816,3.41644,2.73584,24.9364,10.7218,0.441232,0.524798,-1.5700899999999998,0.942968
0.399583,10.9794,3.13044,1.75702,11.4122,2.84004,0.732352,0.882794,0.935921,0.849829
10.3368,7.26893,3.31209,2.57504,22.2771,8.9403,0.44454,0.7604080000000001,-0.6664619999999999,0.935105
12.4274,13.3801,4.0845,2.44904,24.8123,7.69109,0.803471,0.0611036,1.5084600000000001,0.759408
8.30662,6.44569,4.23322,3.65911,46.5892,25.6523,0.546119,0.41369799999999995,0.7505719999999999,0.902851
2.56622,7.51913,3.01235,0.971803,3.16716,0.480543,0.442402,0.341588,0.628533,0.936776
2.0201,12.1125,3.73718,2.55784,21.5479,8.76228,0.312893,0.43174399999999996,0.11869999999999999,0.953874
10.7961,12.4129,3.75232,2.60907,23.1387,9.29942,0.546167,0.463966,-0.7813549999999999,0.924235
8.13844,0.881269,4.00598,2.72341,25.9216,10.5764,0.421834,0.050452399999999994,-1.1309099999999999,0.898905
2.56387,1.03131,4.38791,2.79178,27.1582,11.3931,0.508251,0.153781,1.7872700000000001,0.901593
0.493702,0.810613,4.93221,2.00119,16.3334,4.19626,0.800952,0.194397,-0.629647,0.770282
1.12652,3.25888,4.18958,2.91982,29.6043,13.0337,0.486754,0.8505790000000001,0.697964,0.904706
8.72496,11.7964,4.43094,3.06916,31.786,15.1376,0.424438,0.531416,-0.832385,0.931007
5.97148,4.37728,4.73414,3.38363,42.9071,20.2836,0.642702,0.588083,-0.0578274,0.838273
8.90543,3.3177,4.54703,2.96953,31.7981,13.7107,0.319812,0.7840860000000001,0.039624,0.871213
13.3973,4.40302,4.27111,2.1352,16.5933,5.09698,0.625698,0.035311,-1.7491700000000001,0.863164
4.70983,0.641323,4.81239,2.53531,24.0361,8.53281,0.671223,0.12455999999999999,-0.37347499999999995,0.840135
3.30056,13.4011,3.95779,1.62704,8.74399,2.25523,0.525722,0.100884,1.55621,0.951118
5.082,2.47115,3.98855,1.54402,8.79977,1.92732,0.426734,0.405345,1.2962,0.851102
5.43458,10.6674,3.48822,0.68609,1.48967,0.169099,0.426756,0.10861000000000001,-0.589496,0.99271
5.01399,11.9428,5.00527,3.3265,37.2671,19.2735,0.409711,0.38967399999999996,-0.248325,0.932823
8.49661,13.797,3.56905,0.525085,0.888953,0.075803,0.440017,0.47857799999999995,1.71933,0.974383
12.0128,6.13306,4.99358,2.77674,25.6735,11.2099,0.445661,0.394839,-1.27108,0.943484
2.80068,8.57015,5.3357,2.46672,21.9193,7.85882,0.306909,0.21885100000000002,-0.21156199999999997,0.872093
9.65181,13.6764,4.6515,1.60632,11.0408,2.17016,0.870409,0.22431,-0.0491042,0.734197
1.3395,13.5612,5.21993,2.17829,21.1203,5.41185,0.857736,0.825807,0.050266000000000005,0.705799
6.42716,1.78945,4.77689,2.28273,17.678,6.22819,0.540405,0.526689,-1.07344,0.92603
5.60855,13.7471,4.49296,1.22629,6.2397,0.965545,0.904153,0.460151,-0.008967850000000001,0.757127
0.804572,10.7008,5.31524,2.94368,34.6975,13.3557,0.669425,0.606768,-0.943913,0.784568
12.6332,10.9616,5.23058,3.15236,36.938,16.4023,0.347275,0.763994,1.15203,0.845175
10.5299,1.232,5.4719,3.1425,37.0278,16.2489,0.353875,0.293349,-0.953334,0.837862
11.63,3.78036,5.06709,2.13467,14.9054,5.09321,0.403765,0.279591,0.672861,0.960437
11.0018,8.33085,5.08044,2.59397,23.4566,9.13889,0.499203,0.7800929999999999,-1.62713,0.901188
3.36435,3.50502,4.95187,2.15254,16.1468,5.22218,0.368575,0.6463760000000001,-0.789019,0.901498
5.6199,9.11416,5.36401,2.61933,23.2717,9.40952,0.383778,0.526003,-0.630152,0.926193
13.7672,13.2936,5.1704,1.17304,6.0754,0.845152,0.908247,0.101502,-0.979422,0.711539
7.81134,13.1559,6.08166,2.67144,26.8508,9.98233,0.73441,0.500403,0.11091100000000001,0.834989
0.122101,6.19826,5.1696,1.19193,7.50399,0.886655,0.979406,0.825428,0.909846,0.594787
8.21015,8.86077,5.97836,3.0576,32.4725,14.9671,0.646385,0.657848,-1.36084,0.904471
9.88797,5.11029,5.79238,2.39164,19.5307,7.16287,0.351047,0.345539,-1.77196,0.920077
6.13851,6.32608,6.42259,2.94143,30.6246,13.3252,0.617748,0.254996,-0.777482,0.887558
13.7606,0.202787,5.32975,0.767076,2.34714,0.236327,0.807096,0.060640099999999995,-1.01421,0.787565
13.2692,6.9489,6.79362,2.72244,27.0916,10.5651,0.758999,0.0643156,-1.2953000000000001,0.859473
4.21475,13.5098,5.92166,1.90984,13.9255,3.64746,0.766585,0.784512,0.029729199999999997,0.822877
4.81995,2.86407,6.39568,2.61224,24.9519,9.33337,0.620282,0.40780900000000003,-1.5829300000000002,0.859158
13.1452,8.88532,6.0729,2.05786,14.2855,4.56293,0.455269,0.0529082,0.195503,0.93129
2.48084,11.4028,6.3389,3.09577,34.3383,15.5348,0.689418,0.805967,-0.878468,0.876817
3.81919,1.80871,5.82102,1.45012,7.11469,1.59667,0.562604,0.253961,-1.0937000000000001,0.928548
0.210818,3.76166,5.91173,1.33057,7.37472,1.23343,0.862547,0.428684,-0.894708,0.754191
3.52479,5.05672,6.77571,3.29651,37.7878,18.757,0.438333,0.610452,-0.365969,0.903456
7.18317,10.8894,6.52378,2.48181,21.0279,8.00391,0.558269,0.16674299999999997,-0.680218,0.920216
7.30475,0.183314,5.94387,1.31523,7.92231,1.19124,0.92482,0.737126,-0.0392242,0.68596
1.79873,2.59089,6.68997,3.20931,34.6291,17.3074,0.236097,0.5515829999999999,0.451119,0.934398
10.509,10.2025,6.49837,2.43019,19.963,7.51479,0.579097,0.195366,-0.939622,0.929401
4.23445,9.83735,6.55563,2.17668,16.3032,5.39985,0.407523,0.317092,0.528063,0.912992
10.4362,12.7349,6.20905,2.42281,21.0532,7.44653,0.256686,0.808078,0.890464,0.875929
12.8913,1.76194,6.73365,3.23184,42.8557,17.6744,0.586578,0.8936750000000001,-0.760316,0.765666
7.66746,2.24503,6.73719,3.09505,32.8299,15.5238,0.606136,0.801009,0.9438949999999999,0.916673
2.65187,0.470653,7.09117,2.48468,25.5366,8.03169,0.845662,0.746692,0.048711000000000004,0.759496
1.14323,4.79406,6.6628,2.06321,14.7095,4.5986,0.607836,0.15854200000000002,-0.40450400000000003,0.909153
1.42841,8.01845,6.73885,2.78808,27.465,11.3478,0.636955,0.735526,-0.6540250000000001,0.889159
13.3447,4.35325,6.91922,2.49517,23.0642,8.1339,0.750873,0.0669048,-0.577838,0.848032
10.0731,3.05381,7.22006,2.80763,27.5941,11.5883,0.604402,0.368711,-1.27536,0.897455
4.52527,7.64458,7.31001,3.04451,31.4,14.7758,0.54988,0.504018,0.199163,0.927372
6.17848,13.7109,6.74646,1.3008,7.15704,1.15248,0.875256,0.16859000000000002,0.0272946,0.742745
0.449116,6.16523,6.85008,1.91955,13.6407,3.70337,0.767433,0.250604,-1.00779,0.848619
12.6308,12.9773,7.12938,2.87265,28.9223,12.4121,0.409718,0.818519,-1.7837299999999998,0.896359
10.3864,7.47887,7.62197,3.68098,46.0389,26.115,0.367957,0.410623,1.63445,0.924596
0.171435,1.87974,6.99946,1.33144,8.3766,1.23583,0.936858,0.469405,0.895277,0.664847
