CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.345955,1.17985,0.825661,1.95487,17.2183,3.91157,0.932456,0.678064,-0.8665170000000001,0.69726
2.06098,0.2156,0.0686,0.63991,1.8471,0.1372,0.959397,0.896417,-1.76707,0.696462
5.96475,0.572216,0.848754,2.52134,26.3087,8.39252,0.872954,0.824812,0.0418495,0.759125
9.03582,0.383093,0.465106,1.50048,8.3329,1.76885,0.761911,0.836365,-0.0540022,0.84882
10.6106,1.22253,0.322704,1.73966,12.2864,2.75669,0.805946,0.855762,-0.712831,0.773841
12.788,0.756014,1.41047,2.83816,32.5811,11.9704,0.680381,0.5264650000000001,0.12404,0.776705
1.99786,1.92415,1.02761,3.02309,37.9762,14.466,0.688089,0.730385,1.4043700000000001,0.75603
7.51339,1.97089,0.420767,1.82691,12.5189,3.19264,0.747682,0.8357810000000001,1.6697499999999998,0.837565
12.7331,2.00929,0.146294,1.06327,5.04947,0.629405,0.895814,0.898926,-1.7631700000000001,0.703383
4.46633,2.26122,1.53364,3.04465,31.9668,14.7778,0.578517,0.513011,1.7053399999999999,0.911015
9.14462,1.64711,1.91395,3.14343,33.9902,16.2633,0.582455,0.45629,-0.758951,0.913278
13.3262,3.54312,0.773415,2.16993,18.1637,5.34977,0.627191,0.693352,-0.8406399999999999,0.814399
11.1462,3.65696,0.273425,1.68914,12.0753,2.52345,0.891406,0.8998180000000001,-1.39104,0.742305
6.82005,4.31938,0.66002,2.69401,29.0454,10.2375,0.833384,0.8017610000000001,-0.573191,0.784999
4.66563,4.05319,0.422603,1.83031,12.5146,3.21048,0.703425,0.872311,1.3257400000000001,0.840969
8.88644,3.33265,0.279561,0.979829,3.32902,0.492548,0.459921,0.680299,-1.7341300000000002,0.906011
1.25371,4.19196,0.189148,1.25647,7.13755,1.0386,0.91204,0.897774,-0.841472,0.694867
2.5477,4.18703,1.69891,2.8461,28.3663,12.0712,0.572282,0.212865,1.75477,0.897117
9.38489,4.52704,1.4314,2.86594,28.0922,12.3254,0.379025,0.51796,1.518,0.918541
0.458105,4.50911,1.16208,1.93943,13.624,3.81965,0.661337,0.0583537,0.951597,0.867349
8.47045,5.44874,0.135785,1.00747,4.80968,0.535423,0.915374,0.887984,0.357505,0.662978
12.55,5.73117,0.190767,1.2453,6.74689,1.01116,0.90742,0.8972950000000001,-0.970562,0.722096
2.08464,6.04582,0.724152,2.3528,19.5617,6.81953,0.45441,0.8363389999999999,-0.166993,0.889025
10.5861,6.4807,0.825937,2.70504,27.1305,10.3637,0.472063,0.729139,1.76828,0.8473
0.234911,6.19392,0.14585,0.886915,3.59101,0.365295,0.934117,0.882731,-0.9315009999999999,0.688171
13.7279,6.0672,0.36481,0.951255,3.47917,0.450702,0.756594,0.876422,-0.8878919999999999,0.817087
3.95466,6.83389,0.557006,2.39237,22.1362,7.16939,0.84815,0.8402540000000001,-0.619433,0.812272
7.50298,6.39448,1.33299,2.86671,29.4069,12.3353,0.627749,0.572447,-1.4201599999999999,0.877945
13.1306,8.18482,0.828371,2.63659,26.3148,9.5968,0.727384,0.789106,-0.881658,0.829919
5.61971,8.3223,1.51361,3.38923,40.8899,20.3845,0.438159,0.768113,1.26936,0.882541
0.383553,7.596,0.846689,1.56302,8.98937,1.99935,0.709573,0.13400800000000002,-1.71411,0.853782
8.6375,8.85045,1.38378,2.96641,35.3811,13.6675,0.788551,0.780466,1.5262799999999999,0.781339
1.77905,10.1684,0.837027,3.00382,35.44,14.1913,0.593836,0.797825,0.764018,0.799844
7.81331,8.61852,0.104884,0.994836,4.94491,0.515529,0.944381,0.886997,-1.4306200000000002,0.628774
11.1952,9.03383,0.301849,1.6359,10.6422,2.29227,0.81977,0.890993,0.977966,0.790005
6.51287,10.0389,0.362568,1.65525,10.2607,2.37459,0.732695,0.87709,1.60847,0.838877
9.15971,10.3291,0.493425,2.08403,16.7465,4.73923,0.647083,0.89922,-1.7824700000000002,0.814764
0.178092,10.3429,0.312405,1.00532,4.19468,0.531993,0.906961,0.8861450000000001,0.8949379999999999,0.75693
4.34332,10.4422,0.38547,1.71855,11.5344,2.65756,0.739461,0.8301860000000001,-1.50662,0.804411
11.6655,11.4446,2.13467,3.55635,46.826,23.5511,0.635357,0.284569,0.752751,0.848537
