CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.762469,0.633766,0.218383,1.26947,6.40816,1.07119,0.863231,0.877835,-1.59199,0.790062
2.25186,0.741335,1.69046,2.28193,20.0265,6.22168,0.741591,0.09676299999999999,0.437716,0.816867
4.42743,0.632307,1.1526,2.622,28.5743,9.43833,0.773909,0.818455,-0.0442409,0.755856
7.21802,0.0966341,0.131976,0.645198,1.86117,0.14063,0.957645,0.897658,-0.0115103,0.702667
10.8963,1.09038,1.43251,3.47141,45.9874,21.9036,0.54987,0.249376,-0.0659994,0.823234
13.407,0.939683,0.547829,1.79183,12.8865,3.01223,0.751505,0.766554,-0.9096810000000001,0.782724
8.10852,2.45426,1.34397,3.47065,47.1546,21.8892,0.626177,0.5154890000000001,0.509625,0.802504
4.60218,2.12826,0.239883,1.66924,13.6366,2.4353,0.911517,0.894371,-0.0728779,0.641919
2.09581,3.13292,0.449097,2.32239,21.3893,6.5585,0.851176,0.8964300000000001,0.802959,0.79218
0.185337,2.9263,0.240192,0.984357,4.43769,0.499408,0.933708,0.891502,0.870535,0.685957
5.81051,2.70364,1.36178,2.47957,21.442,7.9823,0.367041,0.29906900000000003,-1.6192900000000001,0.900819
13.6751,3.55224,0.701022,1.56257,10.6044,1.99763,0.901511,0.7242019999999999,0.8787579999999999,0.723336
9.79598,3.14963,0.458489,1.33119,5.9391,1.23514,0.403936,0.859733,-0.706342,0.937364
11.5758,3.96282,1.00684,3.07425,36.1862,15.2131,0.480644,0.841294,-0.9632769999999999,0.820513
4.17265,4.37653,0.579054,2.04697,14.6387,4.4909,0.637403,0.8088249999999999,-1.0309300000000001,0.899232
5.71873,4.08845,0.462018,1.27608,5.62045,1.088,0.515218,0.524958,1.2198900000000001,0.910188
9.3486,4.89982,0.38564,1.8437,14.0811,3.28148,0.817482,0.8444759999999999,-1.44784,0.758393
6.67813,5.26024,0.439905,2.18449,19.8184,5.45816,0.861686,0.832913,-0.404321,0.75645
0.785102,6.52446,0.692355,2.38786,22.0347,7.12891,0.651437,0.870175,-0.9309529999999999,0.812942
13.1785,5.51927,0.462212,1.70791,10.7185,2.60852,0.60679,0.8488169999999999,0.9681310000000001,0.854963
0.653565,4.21666,1.62032,2.40618,20.5669,7.29424,0.663105,0.141447,-1.4989400000000002,0.884371
2.77341,5.96755,0.994838,2.5159,22.0866,8.33833,0.361225,0.8431820000000001,-1.0767499999999999,0.900341
11.7942,6.83334,0.288269,1.47613,9.01059,1.68413,0.777428,0.8327370000000001,0.257947,0.75971
8.01332,6.16242,1.58329,3.03555,33.0872,14.6458,0.670728,0.737599,-1.70661,0.874913
4.54867,7.41537,0.64419,2.25726,17.8179,6.02205,0.510848,0.864806,-0.25971,0.898372
10.4337,6.162,0.954428,1.829,12.0622,3.20362,0.659725,0.564925,-0.8635339999999999,0.87127
7.1207,7.9483,0.711924,2.4957,22.3072,8.13905,0.530593,0.8854869999999999,0.506977,0.877178
13.4148,7.60309,0.757849,2.04222,15.7819,4.45969,0.703263,0.772713,-0.919943,0.830221
9.40648,8.37234,0.170387,1.35539,9.6235,1.30374,0.967658,0.862598,1.0403799999999999,0.599716
2.45045,8.17262,0.259484,1.51117,9.90528,1.80692,0.829334,0.865941,-0.373601,0.724287
12.3732,9.94948,0.611867,2.36879,20.9885,6.95947,0.682873,0.7745690000000001,0.864605,0.839885
0.612301,9.45696,0.812956,2.28172,18.7816,6.21996,0.702746,0.8148909999999999,-0.91704,0.870851
11.3268,7.89359,0.984335,1.74813,10.2261,2.79717,0.109387,0.583057,-0.869928,0.938828
10.6352,9.52764,0.649467,1.68584,9.71106,2.5087,0.357961,0.5633859999999999,0.761382,0.919426
5.14182,9.59236,0.247442,1.65644,13.0276,2.37973,0.922898,0.8810290000000001,-0.10180199999999999,0.661667
7.65158,10.2729,0.250875,1.64086,11.91,2.31319,0.904445,0.875403,-0.397809,0.710198
2.84104,9.72865,1.19375,2.69914,24.9167,10.2962,0.432907,0.814034,-0.639923,0.918567
9.92262,10.7231,0.27249,1.37634,7.35411,1.36514,0.793638,0.8819400000000001,0.46210900000000005,0.80923
13.2405,11.5282,1.70664,2.3354,22.3568,6.66929,0.590192,0.278638,1.2809899999999999,0.766409
3.19789,11.1176,0.32631,1.31396,6.2829,1.18781,0.634514,0.8082290000000001,1.30063,0.863286
1.23171,12.3039,0.427314,2.2954,22.3933,6.33247,0.873609,0.884179,-0.720162,0.739176
4.66339,11.5176,0.335334,1.59712,9.88343,2.13312,0.778637,0.861265,-0.828845,0.810811
11.3561,12.3932,0.626353,2.33684,19.8285,6.68164,0.514683,0.8732949999999999,0.858864,0.865199
13.3134,12.0268,0.146547,1.12818,5.63746,0.751856,0.941521,0.8952840000000001,1.04254,0.70929
8.66406,11.9788,0.821898,2.43752,21.362,7.58304,0.575662,0.862569,-1.6872200000000002,0.873785
6.14939,11.4135,1.74278,3.50248,43.7952,22.497,0.604522,0.847016,1.16897,0.879983
3.8279,13.2898,0.120817,0.916455,4.12548,0.403025,0.932341,0.875307,0.698982,0.639585
5.63849,13.3736,0.19857,1.25272,6.66846,1.02934,0.89901,0.894255,0.07959190000000001,0.739319
13.1607,13.422,1.74041,2.29133,25.4392,6.29885,0.899489,0.194585,-0.20174,0.648369
7.94899,13.4846,0.511365,1.55385,8.56547,1.96436,0.665718,0.78884,0.0613303,0.885552
2.49429,13.6309,0.443264,1.0347,4.20109,0.580013,0.709022,0.438759,1.6330799999999999,0.800598
10.0045,13.6079,0.959892,1.6925,11.1671,2.53854,0.798435,0.554272,0.00020876800000000002,0.805875
2.41233,12.7594,2.06492,3.36144,41.255,19.8871,0.732838,0.627282,1.62707,0.860444
7.4096,0.732251,2.53265,2.8561,31.287,12.1988,0.716072,0.401068,1.59656,0.819091
0.692525,1.699,1.73491,2.46719,21.0205,7.86328,0.646385,0.12361499999999999,-0.908069,0.909727
4.80578,13.6382,1.42191,1.55457,9.31378,1.96711,0.825015,0.19727,-0.041787099999999994,0.815161
3.70216,2.33567,2.65304,2.97002,35.3545,13.7176,0.767159,0.0621251,-1.27812,0.783836
9.45478,8.17923,1.41597,2.27563,17.7836,6.17023,0.427008,0.783578,-0.152247,0.914812
5.3186,5.99825,1.08015,1.28102,5.567,1.10069,0.508314,0.627406,0.419007,0.92606
6.71439,13.572,1.57671,1.6896,10.3664,2.52551,0.78941,0.282195,-0.0731174,0.865146
5.05188,8.9093,1.62837,2.36063,18.9503,6.88778,0.477785,0.615568,-0.540839,0.923823
