CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.172695,0.216347,0.751078,0.914893,3.83001,0.400967,0.956486,0.06799089999999999,-1.26647,0.686578
1.65608,1.76817,1.03023,3.72659,57.2713,27.0977,0.752518,0.885855,-0.485101,0.76179
4.94635,0.233622,0.323877,1.1409,5.25251,0.777581,0.880296,0.859011,-0.033846799999999996,0.77854
8.64831,0.874152,0.985427,3.12588,38.3329,15.9924,0.756018,0.8702030000000001,-1.74308,0.800795
12.34,0.831377,1.40564,3.15707,36.8821,16.476,0.681587,0.44498,-1.64019,0.84899
5.29193,3.23329,1.14372,3.93169,57.9496,31.8225,0.663931,0.8091630000000001,-0.442736,0.838024
13.6365,2.59903,0.816514,1.66499,12.316,2.41678,0.877595,0.31432,-0.7861,0.707141
8.30678,4.18669,0.825452,3.08831,38.1283,15.4227,0.629242,0.704372,1.23858,0.785856
11.6055,4.5914,2.07959,5.50662,112.191,87.4286,0.440962,0.824397,-1.17751,0.849103
1.84328,4.22853,0.940459,1.97512,13.4532,4.03437,0.71474,0.520583,-1.7606,0.910979
5.82316,6.21546,0.702457,2.45522,23.355,7.7494,0.712339,0.7704139999999999,-0.44886899999999996,0.810866
1.43639,6.34784,1.88762,3.74485,56.3739,27.498,0.50711,0.23576799999999998,1.25312,0.781519
3.77539,5.75543,0.323668,0.85586,2.87276,0.328251,0.77588,0.632233,-1.5336699999999999,0.801041
3.2122,8.13307,0.736568,2.73808,29.0329,10.7482,0.695853,0.8087449999999999,1.0874,0.811244
8.13992,7.40792,0.744278,2.68128,25.8638,10.0931,0.553875,0.8515229999999999,-1.2858699999999998,0.873257
10.3552,6.942,0.0626901,0.832576,3.81984,0.302183,0.976301,0.896862,0.458168,0.570101
1.00471,9.44046,0.913445,3.02812,35.9533,14.5384,0.699489,0.834381,0.778621,0.801229
12.7288,9.43029,1.47717,3.80344,53.1364,28.8089,0.534123,0.747168,-0.746847,0.855284
11.1971,8.31774,0.165197,1.04719,4.41346,0.601279,0.853762,0.882029,1.3209,0.780588
6.29878,10.6696,0.925796,3.88119,56.3358,30.6121,0.739645,0.8406180000000001,0.6495829999999999,0.840031
9.57353,10.0364,0.60735,2.52884,23.4835,8.46764,0.684078,0.897999,1.0456,0.855518
2.48689,12.7834,0.624924,2.88417,34.0389,12.562,0.870653,0.890622,-1.62939,0.767742
0.136392,11.9444,0.596374,1.11481,5.83201,0.725445,0.928995,0.808142,-0.903839,0.669477
13.4558,12.7036,1.69412,2.62117,28.5093,9.42941,0.910091,0.0316824,-0.542018,0.757102
10.9001,12.1069,2.85076,4.64605,78.2727,52.5109,0.703131,0.15509399999999998,-1.50867,0.866377
8.18587,13.1601,1.84998,3.3618,44.7457,19.8937,0.834473,0.181691,-1.77118,0.793493
0.435331,13.6282,1.02021,1.43501,8.84232,1.54727,0.887356,0.0557015,0.763293,0.731638
3.06149,10.8719,1.95117,2.92113,34.1263,13.0512,0.712394,0.5624020000000001,-1.08222,0.785527
9.80786,8.0561,3.44378,4.41056,69.7665,44.9241,0.627485,0.144813,-1.56527,0.875971
4.91277,13.3988,2.84562,3.07115,43.8975,15.1671,0.905043,0.12139699999999999,1.37857,0.675014
5.98594,0.582885,0.911885,0.698393,1.60487,0.17836,0.158905,0.750449,0.0458399,0.954793
5.56756,7.84608,2.73416,3.92061,52.6651,31.5543,0.469662,0.89664,1.5047,0.916924
4.38362,0.871599,3.46017,3.68377,49.8341,26.1743,0.825349,0.434822,1.7574,0.855477
1.23775,12.3651,3.14094,3.32239,38.42,19.2022,0.413343,0.31039,0.33799,0.902596
2.19846,3.52846,3.96954,4.13709,65.7589,37.0752,0.762756,0.322168,1.64006,0.817683
3.91638,6.50692,1.60247,0.917753,2.6957,0.40474,0.277235,0.8381029999999999,-0.177874,0.981591
4.49011,4.95262,4.77098,4.58506,79.6097,50.47,0.725751,0.314724,-0.763628,0.82961
2.25929,13.6336,2.11351,1.24979,5.69643,1.02214,0.700287,0.72856,-0.08323330000000001,0.861434
8.23213,2.04653,3.08311,2.70816,24.8325,10.3998,0.484864,0.340437,-0.366046,0.927853
0.84749,2.95784,3.29664,2.06771,21.003,4.62879,0.844291,0.695322,-0.742749,0.639511
