CenterX(mm),CenterY(mm),CenterZ(mm),EqDiameter(mm),Area(mm^2),Volume(mm^3),Anisotropy,OrientationPhi,OrientationTheta,Sphericity
0.720396,0.350336,0.11801,0.817499,2.78635,0.286062,0.890013,0.8881669999999999,-1.68452,0.753509
2.05482,0.120308,0.215395,0.697945,2.14023,0.178017,0.868297,0.810322,-1.78071,0.715042
7.18697,0.369267,0.449118,1.28235,6.75111,1.10412,0.718136,0.754134,-1.60459,0.765218
8.70382,0.333925,0.386498,1.07869,4.36459,0.657188,0.768724,0.6785760000000001,-1.63804,0.83753
9.79494,0.08596960000000001,0.700532,0.802523,3.0487,0.270627,0.944271,0.333009,-0.0384647,0.663666
12.9865,0.471107,0.671269,1.38094,6.74883,1.37886,0.465187,0.218052,0.286642,0.887705
13.5185,0.231156,2.11931,1.25272,7.3579,1.02934,0.913561,0.056227099999999995,-1.68615,0.670044
5.59945,0.914688,0.130625,0.837275,3.29499,0.307328,0.940867,0.8957940000000001,-1.77134,0.668392
11.2456,0.945349,0.11093,0.582042,1.27008,0.103243,0.871917,0.876964,0.778304,0.837968
2.56861,1.46992,0.121178,1.05647,5.20017,0.6174,0.940261,0.895863,0.296509,0.674286
9.62855,1.53476,0.188541,0.94347,3.60239,0.439726,0.826444,0.8648260000000001,-0.883193,0.776273
13.5408,1.79234,0.675177,1.54721,9.15261,1.93932,0.691318,0.37939300000000004,-0.8690380000000001,0.821686
0.1246,1.491,0.301,0.461455,0.787206,0.05145,0.803065,0.510677,1.06739,0.849805
5.12811,2.06063,0.354458,1.56827,9.66439,2.01958,0.810827,0.880224,-1.37529,0.799498
7.1642,1.71891,0.326219,0.997038,3.42877,0.518959,0.31237,0.8325480000000001,-0.131806,0.910824
11.7603,2.31302,0.215185,1.24078,6.36936,1.00019,0.852869,0.867403,0.23915299999999998,0.759351
0.245459,2.74609,0.254244,1.04719,4.52159,0.601279,0.869215,0.886949,0.935638,0.761921
8.18997,2.46734,0.324259,1.17731,6.4812,0.854413,0.751231,0.694666,-1.52068,0.671853
1.41646,3.07078,0.272056,1.26416,5.82356,1.05781,0.747971,0.8714029999999999,-1.13907,0.86212
10.536,2.80144,0.800647,1.49942,8.9901,1.76508,0.507854,0.5364450000000001,-0.0248946,0.785649
9.34593,3.54085,1.19688,1.4845,10.313,1.71294,0.47418,0.863032,0.221872,0.67132
13.0746,3.5436,0.511491,1.74541,11.5325,2.78413,0.634203,0.8565219999999999,0.068202,0.829889
5.61252,3.90112,0.523636,1.89985,16.3227,3.59052,0.59612,0.797867,-0.006865520000000001,0.694701
9.58981,3.97389,0.108572,1.12698,6.79896,0.749455,0.958511,0.895744,-1.77857,0.586866
3.20271,3.72589,0.761569,1.8344,13.3432,3.23209,0.375242,0.46641800000000005,-0.8078839999999999,0.792285
11.225,3.81185,0.56236,0.775518,2.29064,0.244216,0.584311,0.149398,0.0404838,0.824855
1.17376,4.06093,3.23331,4.0902,73.5878,35.8288,0.70727,0.0608739,0.998195,0.714221
11.758,5.01573,0.840998,2.21943,20.3184,5.72433,0.52539,0.6501290000000001,-1.60364,0.761629
8.26078,5.09445,0.824452,1.79441,13.6755,3.02526,0.435533,0.49591500000000005,-1.11231,0.739688
0.449775,5.70032,0.501674,1.48282,7.67034,1.70711,0.563383,0.8170050000000001,-1.0055100000000001,0.900555
2.18392,5.27362,0.496436,1.14191,4.68354,0.779639,0.254462,0.716474,-0.360321,0.87466
3.97057,6.13522,0.330524,1.66798,13.7693,2.42981,0.83286,0.8405070000000001,-0.9338540000000001,0.634776
9.50962,5.67164,0.312739,1.14758,4.77725,0.791301,0.480197,0.825629,-1.03623,0.866031
13.3723,6.41373,0.613946,1.80914,11.7204,3.10038,0.550527,0.8335769999999999,-0.931831,0.877307
10.9276,6.26897,0.649831,1.58069,9.13739,2.06795,0.386668,0.428568,0.386473,0.859056
5.88974,6.28164,0.728136,1.84857,12.0911,3.30755,0.569258,0.8081050000000001,0.5741320000000001,0.887882
1.53819,6.89508,0.425786,1.56756,11.6021,2.01684,0.710167,0.840515,1.52638,0.665369
7.06868,6.88538,0.200727,0.952942,3.86861,0.453103,0.847734,0.831119,1.07133,0.737441
8.66758,6.88836,0.286644,0.983906,3.74932,0.498722,0.541281,0.681181,-1.02364,0.811155
5.21408,8.07946,0.964694,1.64579,11.3278,2.33412,0.518449,0.541142,0.895198,0.751195
11.5148,7.50512,0.460644,1.45674,8.39121,1.61862,0.45995,0.822238,1.74018,0.794491
7.88725,7.5285,0.09075,0.568178,1.28151,0.09604,0.825721,0.8408880000000001,-0.434019,0.791402
9.76378,8.15905,0.779191,2.16001,20.6357,5.27671,0.621719,0.7229730000000001,-1.38262,0.710297
13.1939,8.46,0.371626,1.59704,10.2379,2.13277,0.694289,0.821268,0.39474800000000004,0.782657
1.92259,8.36447,0.478206,1.39421,7.68765,1.41899,0.737031,0.527054,-1.7587799999999998,0.794347
