name,mean,std,max,fractal_dimension,volume_fraction
14_100_400_group_1,2.693513208,1.388779287,6.633268356,2.616023474,0.693547
14_150_000_group_1,2.194466163,0.942230741,4.176517963,2.66485111,0.627961
14_150_000_group_2,2.119353288,0.971689637,4.176517963,2.67286924,0.621759
14_150_050_group_1,2.17912304,0.927285492,4.164770126,2.669075375,0.625239
14_150_050_group_2,2.130755171,0.95173064,4.164770126,2.671513631,0.628323
14_150_100_group_1,2.13577252,0.96181109,4.232456207,2.674400779,0.605749
14_150_150_group_2,2.16682555,0.934370962,3.981930494,2.668476348,0.626028
14_150_200_group_1,2.403951696,1.164793917,5.50279808,2.650835339,0.62646
14_150_200_group_2,2.271358021,0.982171241,4.449180603,2.654285093,0.645333
14_150_250_group_1,2.509250609,1.16967643,5.143826008,2.624828429,0.653655
14_150_250_group_2,2.269943529,0.967280192,4.232456207,2.650062202,0.647451
14_150_300_group_1,2.513509271,1.179298252,5.143826008,2.63280814,0.667008
14_150_300_group_2,2.181163533,0.92005505,4.211566448,2.662825357,0.641965
14_150_350_group_1,2.66803919,1.259919429,5.540070057,2.609554787,0.703675
14_150_350_group_2,2.281804367,0.999185359,4.619907379,2.649884374,0.659637
14_150_400_group_1,2.880499676,1.565999508,6.412422657,2.597922786,0.706917
14_150_400_group_2,2.630267193,1.388444208,6.026387691,2.624621977,0.677707
14_200_000_group_1,2.128236765,0.918469602,4.176517963,2.669358094,0.62137
14_200_000_group_2,2.126936475,0.967510755,4.178863525,2.664365096,0.63502
14_200_050_group_1,2.12784802,0.890944645,4.164770126,2.671399343,0.624826
14_200_050_group_2,2.106747343,0.916299596,4.164770126,2.669517151,0.63923
14_200_100_group_1,2.119825112,0.919668535,4.211566448,2.671802393,0.615954
14_200_100_group_2,2.186617295,0.948114751,4.211566448,2.659717021,0.655216
14_200_150_group_1,2.128752916,0.909851234,3.782516479,2.670969193,0.61266
14_200_150_group_2,2.174440733,0.915054118,3.981930494,2.665915789,0.640538
14_200_200_group_1,2.339677508,1.195654769,6.888375759,2.65975986,0.627695
14_200_200_group_2,2.230987502,0.954413872,4.585843563,2.660440862,0.644311
14_200_250_group_1,2.473409875,1.188974539,5.741592884,2.635988652,0.646771
14_200_250_group_2,2.262238861,0.993929096,4.764020443,2.658693252,0.639464
14_200_300_group_1,2.442635123,1.159701785,5.741592884,2.636822548,0.657355
14_200_300_group_2,2.173593964,0.967467428,4.451383591,2.667621436,0.62917
14_200_350_group_1,2.812467289,1.523229463,6.563465595,2.616725513,0.686432
14_200_350_group_2,2.255798989,0.999708619,4.396001339,2.654524347,0.643471
14_200_400_group_1,2.994660677,1.617763229,6.603655815,2.588808787,0.707556
14_200_400_group_2,2.595027912,1.485111002,6.603655815,2.629456172,0.659934
14_250_000_group_1,1.988756793,0.850860704,3.826305866,2.678616101,0.594747
14_250_000_group_2,1.963077076,0.859829353,3.412028551,2.675708265,0.609329
14_250_050_group_1,2.075445755,0.896078321,4.199915886,2.677250577,0.609874
14_250_100_group_1,2.09707623,0.912949105,4.06233263,2.675628746,0.605662
14_250_100_group_2,2.140581535,0.935579805,4.071969986,2.664760443,0.634286
14_250_150_group_1,2.229328942,1.055226053,4.957561493,2.671011378,0.614021
14_250_150_group_2,2.187614289,0.952220253,3.981930494,2.667741654,0.632739
14_250_200_group_1,2.238462439,1.029721718,4.283090591,2.664065229,0.620785
14_250_200_group_2,2.218626633,0.970272035,4.006464481,2.67051819,0.631063
14_250_250_group_1,2.314959361,1.065038267,4.15770483,2.649855678,0.630765
14_250_250_group_2,2.230808168,1.005914453,4.223184586,2.668933216,0.620417
14_250_300_group_1,2.284192113,1.035969102,4.119821072,2.651444479,0.641556
14_250_300_group_2,2.126904698,0.975846025,4.223184586,2.676536486,0.614488
14_250_350_group_1,2.652026692,1.543856067,6.6686306,2.637944346,0.662014
14_250_350_group_2,2.18590534,1.052578984,5.646939278,2.671974378,0.620718
14_250_400_group_1,3.221585631,2.096260605,8.960914612,2.604531008,0.691091
14_250_400_group_2,2.693821216,1.742021597,7.183644295,2.647923428,0.645902
14_300_000_group_1,1.906918543,0.814079136,3.566495895,2.678339083,0.580319
14_300_000_group_2,1.928006028,0.837948141,3.777331114,2.673711523,0.601826
14_300_050_group_1,2.007503078,0.892788792,3.82374382,2.676689881,0.593476
14_300_050_group_2,1.92449343,0.837678958,3.761733055,2.680642147,0.59588
14_300_100_group_1,2.054776609,0.91553628,3.769540071,2.67630953,0.59324
14_300_100_group_2,2.040133259,0.897601963,3.782516479,2.670813709,0.607819
14_300_150_group_1,2.187458945,1.04601229,4.951628208,2.667368053,0.607285
14_300_150_group_2,2.085885523,0.918825237,4.064743519,2.673581907,0.609262
14_300_200_group_1,2.198726849,1.023690514,4.283090591,2.664952834,0.614605
14_300_200_group_2,2.127394324,0.9419439,4.006464481,2.673954206,0.615332
14_300_250_group_1,2.221027138,1.018974631,4.119821072,2.659487326,0.621187
14_300_250_group_2,2.148541762,0.975404713,4.211566448,2.677555675,0.611182
14_300_300_group_1,2.239943546,1.00245397,4.119821072,2.657201313,0.632435
14_300_300_group_2,2.085414897,0.973451472,4.211566448,2.686165641,0.605728
14_300_350_group_1,2.590038049,1.509045824,6.6686306,2.642138505,0.646934
14_300_350_group_2,2.087914511,0.968008765,4.211566448,2.686286408,0.603843
14_300_400_group_1,2.946469786,1.77587591,7.029197693,2.613590211,0.670415
14_300_400_group_2,2.294610873,1.302438444,7.029197693,2.674166266,0.616877
14_350_000_group_1,1.920168003,0.825936117,3.488712549,2.679293499,0.575838
14_350_050_group_1,1.993208862,0.907512196,3.82374382,2.679079746,0.583677
14_350_050_group_2,1.985491701,0.934264923,4.69564867,2.679151387,0.585976
14_350_100_group_1,2.03367793,0.921812444,3.769540071,2.675841415,0.586737
14_350_100_group_2,2.043814142,0.959993322,4.662137985,2.676986217,0.59088
14_350_150_group_1,2.250270455,1.069861856,4.949648857,2.662035464,0.617845
14_350_200_group_1,2.261284847,1.060490551,4.96743536,2.654398906,0.625204
14_350_200_group_2,2.134157146,0.951215037,4.006464481,2.668049631,0.612141
14_350_250_group_1,2.253060104,1.009512096,4.119821072,2.652236552,0.631188
14_350_250_group_2,2.104384044,0.956408326,4.220863342,2.676235799,0.609638
14_350_300_group_1,2.249814967,0.986964911,4.119821072,2.650656427,0.642017
14_350_300_group_2,2.099826801,0.971669194,4.220863342,2.676301868,0.616946
14_350_350_group_1,2.363623646,1.311908701,6.727153778,2.656762813,0.628775
14_350_350_group_2,2.098042634,0.963226828,4.220863342,2.680152729,0.608315
14_350_400_group_2,2.17162634,0.994849328,4.220863342,2.677110259,0.615854
14_400_000_group_1,1.988228281,0.873668579,3.61290431,2.679468046,0.572986
14_400_000_group_2,2.064820237,0.986901874,4.488651752,2.677026115,0.58674
14_400_050_group_1,2.01515547,0.914615213,3.821180105,2.680455718,0.581231
14_400_050_group_2,2.045202242,0.994342126,4.475534439,2.679523455,0.58426
14_400_100_group_1,2.01527124,0.922672555,3.792865038,2.682629517,0.572983
14_400_100_group_2,2.103795344,1.032177697,4.455783844,2.674489198,0.582618
14_400_150_group_1,2.136351789,1.031992714,5.107500553,2.672778724,0.595213
14_400_150_group_2,2.106480449,0.985857161,4.155347347,2.672585691,0.597067
14_400_200_group_1,2.158437308,1.033204814,4.162416458,2.668986681,0.602547
14_400_200_group_2,2.125343046,0.984259312,3.989305973,2.675035844,0.606629
14_400_250_group_2,2.12284369,0.992318573,4.211566448,2.675682469,0.606184
14_400_300_group_1,2.198932493,0.975524031,4.136437893,2.659001641,0.628346
14_400_300_group_2,2.068515791,0.94089503,4.220863342,2.680348768,0.610355
14_400_350_group_1,2.164504618,0.977784874,4.869810581,2.666772998,0.62063
14_400_350_group_2,2.095689407,0.967077423,4.257849216,2.679205926,0.606546
14_400_400_group_1,2.200574996,0.971620804,4.915875912,2.664086934,0.618113
14_400_400_group_2,2.203518569,1.004403563,4.267045021,2.66832245,0.612554
15_000_000_group_1,2.111588296,0.849805938,4.004018307,2.674208386,0.676244
15_000_000_group_2,2.169170762,0.897616455,4.899901867,2.668955893,0.657688
15_000_050_group_1,2.121375328,0.84169786,4.38260603,2.668223179,0.686832
15_000_050_group_2,2.113682422,0.812912721,4.176517963,2.67309452,0.662396
15_000_100_group_2,2.13276399,0.820201289,4.32407856,2.669483412,0.661497
15_000_150_group_1,2.259479416,0.945172829,4.579427719,2.655592939,0.694932
15_000_150_group_2,2.192576398,0.85818289,4.745471954,2.666547252,0.659409
15_000_200_group_1,2.156336772,0.896945147,4.5429039,2.665665426,0.688558
15_000_200_group_2,2.105221282,0.819756963,3.82374382,2.680506747,0.653182
15_000_250_group_1,2.242800893,1.031470347,4.780448437,2.663866917,0.690261
15_000_250_group_2,2.132480848,0.824899368,3.782516479,2.675265451,0.652663
15_000_300_group_1,2.117963775,0.962346924,4.708154202,2.679441818,0.679811
15_000_300_group_2,2.133221811,0.894493028,4.915875912,2.67601957,0.657456
15_000_350_group_1,2.107020975,0.916870491,4.724776268,2.680199782,0.675805
15_000_350_group_2,2.119635119,0.909948523,4.701906204,2.679534661,0.656595
15_050_000_group_1,2.111690616,0.812586251,4.05991888,2.672432828,0.683086
15_050_050_group_1,2.102830794,0.794911087,4.387075424,2.673165384,0.684002
15_050_050_group_2,2.114937603,0.808587756,4.232456207,2.678345824,0.658706
15_050_100_group_2,2.13816192,0.816639263,4.220863342,2.672622498,0.656676
15_050_150_group_1,2.264624428,0.889371598,4.5429039,2.655108264,0.692522
15_050_150_group_2,2.138867054,0.807942218,3.849287033,2.67308991,0.654588
15_050_200_group_1,2.201179691,0.890420865,4.5429039,2.661492895,0.691172
15_050_200_group_2,2.097514045,0.824480739,4.342170715,2.680618285,0.651796
15_050_250_group_1,2.276720545,1.027362228,4.780448437,2.657478204,0.693777
15_050_250_group_2,2.095686731,0.79622639,3.566495895,2.677692794,0.652495
15_050_300_group_1,2.111508143,0.922997162,4.708154202,2.681196487,0.681292
15_050_300_group_2,2.10875728,0.879855677,4.915875912,2.679480609,0.658829
15_050_350_group_1,2.111216585,0.915532918,4.720625401,2.677391378,0.67803
15_050_350_group_2,2.117559655,0.939423332,4.827366829,2.684231811,0.660169
15_100_000_group_1,2.102083799,0.790028788,3.872131586,2.672856557,0.69128
15_100_000_group_2,2.135498835,0.794650375,3.92491889,2.671630992,0.666145
15_100_050_group_1,2.098207149,0.749696461,3.533369541,2.672702926,0.688897
15_100_050_group_2,2.119038037,0.770890939,3.874661207,2.676439778,0.667683
15_100_100_group_1,2.178051243,0.812110738,4.5429039,2.66408273,0.68949
15_100_100_group_2,2.168185933,0.797283113,3.907402515,2.672373543,0.666465
15_100_150_group_1,2.229051928,0.861227729,4.51043129,2.661385599,0.691826
15_100_200_group_1,2.155671986,0.859561703,4.51043129,2.670412449,0.688529
15_100_200_group_2,2.129370008,0.828625334,3.664077759,2.67928046,0.657526
15_100_250_group_1,2.207903964,0.978006025,5.11325264,2.66981627,0.689877
15_100_250_group_2,2.117355108,0.833115645,3.66407752,2.678254076,0.655636
15_100_300_group_1,2.076615907,0.892523788,5.10366106,2.680553115,0.68305
15_100_300_group_2,2.107426194,0.885655547,4.949648857,2.682500419,0.66237
15_100_350_group_1,2.130133058,0.967817437,5.10366106,2.673751381,0.68757
15_100_350_group_2,2.088273296,0.926328856,4.788640976,2.685687056,0.669519
15_150_000_group_1,2.146001314,0.826468766,4.030849934,2.667933572,0.699135
15_150_000_group_2,2.12609646,0.814413643,3.96466589,2.674295254,0.666957
15_150_050_group_1,2.163727855,0.842059994,4.119821072,2.667487784,0.700053
15_150_050_group_2,2.180166018,0.847853043,4.257849216,2.674455987,0.673085
15_150_100_group_1,2.222208204,0.850238178,4.119821072,2.657197271,0.704544
15_150_100_group_2,2.213510794,0.855499646,4.257849216,2.664796375,0.674706
15_150_150_group_1,2.287273033,0.885039675,4.119821072,2.651549883,0.706667
15_150_150_group_2,2.22254122,0.853734149,4.257849216,2.664702358,0.671059
15_150_200_group_1,2.206046914,0.883709095,4.817205906,2.667718308,0.695896
15_150_200_group_2,2.161631766,0.859469852,4.889891624,2.676594061,0.665961
15_150_250_group_2,2.086634352,0.810837206,3.585678101,2.68178357,0.65995
15_150_300_group_1,2.056685006,0.778573792,4.202248573,2.681783223,0.687326
15_150_300_group_2,2.077273746,0.80043667,3.777331114,2.681236343,0.663008
15_150_350_group_1,2.082386768,0.880559942,4.617785931,2.67886478,0.684578
15_150_350_group_2,2.042856689,0.827385227,4.796819687,2.684867799,0.670599
15_200_000_group_1,2.144830889,0.847036118,4.06233263,2.670206053,0.701036
15_200_000_group_2,2.041764137,0.779358983,3.882241011,2.684231094,0.662036
15_200_050_group_1,2.162047587,0.861336788,3.9448421,2.669027029,0.702994
15_200_050_group_2,2.107938431,0.844181643,3.981930494,2.680353588,0.666229
15_200_100_group_1,2.189397017,0.844023205,3.9448421,2.658288991,0.708996
15_200_100_group_2,2.168658751,0.857529097,3.981930494,2.669213273,0.67467
15_200_150_group_1,2.258974502,0.865428172,3.981930494,2.655397629,0.708991
15_200_150_group_2,2.213306535,0.893520745,3.981930494,2.668382208,0.672547
15_200_200_group_1,2.207288245,0.850183691,4.122198582,2.664442384,0.703609
15_200_200_group_2,2.185617915,0.889932287,4.100747585,2.673860447,0.671814
15_200_250_group_1,2.132059178,0.836561283,4.155347347,2.672137633,0.694861
15_200_250_group_2,2.130644922,0.868713357,3.932401657,2.680081801,0.666542
15_200_300_group_2,2.101110555,0.851470253,4.064743519,2.680963744,0.66655
15_200_350_group_1,2.118425629,0.91741793,4.605035305,2.67614062,0.689436
15_200_350_group_2,2.056942385,0.853031531,5.31989336,2.686298272,0.6719
15_250_000_group_1,2.24711064,0.925412743,4.223184586,2.656742895,0.714872
15_250_000_group_2,2.090239424,0.859530378,4.223184586,2.681722507,0.666544
15_250_050_group_1,2.247888243,0.933984873,4.223184586,2.662033291,0.713058
15_250_050_group_2,2.136859605,0.897483137,4.223184586,2.677697227,0.669202
15_250_100_group_1,2.18530063,0.853311364,3.9448421,2.658260891,0.71339
15_250_100_group_2,2.160365105,0.847908629,3.981930494,2.669692718,0.679626
15_250_150_group_1,2.174088661,0.846199863,3.962193012,2.665054304,0.705169
15_250_150_group_2,2.182885943,0.882391987,3.981930494,2.672241617,0.677362
15_250_200_group_1,2.14566818,0.835093938,4.122198582,2.672026943,0.700841
15_250_200_group_2,2.180641931,0.870348928,4.107910156,2.674160151,0.67812
15_250_250_group_1,2.116983932,0.838303917,3.972074032,2.67327696,0.697228
15_250_250_group_2,2.102877934,0.835766364,3.932401657,2.679005334,0.673909
15_250_300_group_1,2.093532515,0.868508447,4.32407856,2.679924426,0.687936
15_250_300_group_2,2.077158996,0.822710608,4.064743519,2.679859111,0.672548
15_250_350_group_1,2.09909638,0.919944523,4.998900414,2.67902028,0.687832
15_250_350_group_2,2.026074712,0.776105683,3.785106421,2.68424998,0.674289
15_300_000_group_1,2.291016187,0.941987855,4.15770483,2.646029795,0.722986
15_300_000_group_2,2.084011561,0.882385002,4.15770483,2.679864361,0.670496
15_300_100_group_1,2.203215557,0.879878347,4.110295296,2.656314776,0.715954
15_300_100_group_2,2.091333926,0.853679768,4.110295296,2.680227876,0.672385
15_300_150_group_1,2.167575403,0.843824861,4.117441654,2.666434629,0.707121
15_300_150_group_2,2.099239873,0.856324662,4.110295296,2.684233139,0.668337
15_300_200_group_1,2.174734691,0.8528718,5.095975399,2.668693101,0.702185
15_300_200_group_2,2.162396707,0.887667451,4.77839756,2.674232027,0.672913
15_300_250_group_1,2.196603515,0.860158809,3.972073555,2.665130612,0.699865
15_300_250_group_2,2.138971669,0.843000403,3.962193012,2.675182843,0.673619
15_300_300_group_1,2.17385546,0.903103005,4.303633213,2.672394804,0.689186
15_300_300_group_2,2.163586215,0.873205397,4.064743519,2.672270457,0.67322
15_300_350_group_1,2.143139666,0.893857948,4.32407856,2.674978856,0.684006
15_300_350_group_2,2.143186347,0.843732952,3.874661207,2.673230156,0.673935
15_350_000_group_1,2.225004802,0.90324756,4.174170971,2.651506844,0.721536
15_350_000_group_2,2.084980594,0.876684593,4.174170971,2.679598379,0.67797
15_350_050_group_1,2.201831467,0.909350592,4.183551788,2.659192893,0.709686
15_350_050_group_2,2.069713427,0.877945866,4.183551788,2.679523588,0.674964
15_350_100_group_2,2.021141587,0.802162751,4.069562435,2.686586758,0.668133
15_350_150_group_1,2.049858556,0.779846009,4.030849934,2.681512482,0.69367
15_350_150_group_2,2.03230764,0.800350218,4.047832012,2.687018917,0.665028
15_350_200_group_1,2.065721521,0.786564391,4.404909134,2.681890679,0.693117
15_350_200_group_2,2.117544472,0.843571242,4.404909134,2.679758613,0.670817
15_350_250_group_1,2.107813304,0.823123713,3.962192774,2.678205051,0.69201
15_350_250_group_2,2.126705604,0.834767743,3.967136383,2.677385244,0.672859
15_350_300_group_1,2.108314199,0.863312139,4.273929119,2.683691343,0.684515
15_350_300_group_2,2.200494753,0.918613519,4.827366829,2.67406326,0.677554
15_350_350_group_1,2.14220017,0.865124151,4.25784874,2.675208592,0.686755
15_350_350_group_2,2.222493119,0.94709944,4.961513519,2.667374001,0.680542
15_400_000_group_1,2.180918723,0.920674959,5.619104385,2.655906016,0.719997
15_400_000_group_2,2.121766305,0.895808938,4.501732826,2.673832562,0.682554
15_400_050_group_1,2.16468401,0.886555756,4.183551311,2.661491326,0.71113
15_400_100_group_1,2.070072461,0.817452859,4.098357201,2.677783051,0.701091
15_400_100_group_2,2.026196671,0.79486466,3.952287674,2.684564345,0.669445
15_400_150_group_1,1.991952777,0.77415498,4.098357201,2.686781529,0.691082
15_400_150_group_2,2.008983252,0.753720567,3.952287674,2.68741689,0.666397
15_400_200_group_1,2.029620933,0.784947828,4.098357201,2.686378563,0.686893
15_400_200_group_2,2.095320486,0.799834388,4.155347347,2.677845095,0.670015
15_400_250_group_1,2.051903117,0.815222108,4.321811676,2.685468873,0.684297
15_400_300_group_1,2.070427895,0.830645428,4.119820595,2.682356435,0.681661
15_400_300_group_2,2.185640181,0.903396135,4.69564867,2.67251279,0.676495
15_400_350_group_1,2.126516102,0.838511129,4.15770483,2.673386481,0.681235
15_400_350_group_2,2.247109911,0.995044306,4.811099529,2.666470263,0.680285
16_000_000_group_1,2.411043966,0.940311372,4.557979107,2.5827856,0.786019
16_000_000_group_2,2.375246471,1.029643067,5.210078239,2.575146271,0.814629
16_000_050_group_1,2.293889602,0.872524082,4.69564867,2.590119438,0.782091
16_000_050_group_2,2.381775063,1.090670182,6.140757561,2.578291581,0.815638
16_000_100_group_1,2.355402834,0.915772946,4.947668076,2.590463933,0.78062
16_000_100_group_2,2.336669251,1.014226711,5.772232533,2.596561988,0.805949
16_000_150_group_1,2.354791624,0.933478998,4.570860386,2.598857591,0.771956
16_000_150_group_2,2.251352477,0.955800872,5.465272427,2.601993981,0.782817
16_000_200_group_1,2.420305591,0.930295498,4.883876324,2.595761003,0.766568
16_000_200_group_2,2.325429427,0.98712599,5.465272427,2.59351591,0.774135
16_000_250_group_1,2.527910728,0.968807086,4.907895088,2.583748866,0.766341
16_000_250_group_2,2.435085217,1.039194151,5.511695385,2.590256126,0.768779
16_000_300_group_1,2.539822332,0.958364948,4.907895088,2.585146462,0.769425
16_000_300_group_2,2.487572553,0.997334483,4.636846066,2.575046971,0.775914
16_000_350_group_1,2.545263624,0.949312887,4.907895088,2.574892007,0.782563
16_000_350_group_2,2.501792111,0.966733149,4.202248573,2.577684587,0.790729
16_000_400_group_1,2.5359979,0.952166999,4.737204552,2.583201105,0.779779
16_000_400_group_2,2.418568334,0.932006209,4.15770483,2.589777389,0.786265
16_050_000_group_1,2.255513902,0.887942673,4.77839756,2.605767163,0.758821
16_050_000_group_2,2.784646146,1.76290204,7.467246532,2.583027489,0.819517
16_050_050_group_1,2.156386212,0.819114368,3.9448421,2.612807473,0.754869
16_050_050_group_2,2.768698579,1.937124397,8.377635956,2.597976054,0.816884
16_050_100_group_1,2.330757501,0.990007794,5.403964996,2.597369804,0.764056
16_050_100_group_2,2.759513734,1.872380623,8.643622398,2.594905721,0.814362
16_050_150_group_1,2.454601274,1.007197762,4.869810104,2.5861403,0.77123
16_050_150_group_2,2.583616879,1.603341206,8.829817772,2.592421909,0.802099
16_050_200_group_1,2.519542787,1.003844478,4.875843525,2.576325024,0.785002
16_050_200_group_2,2.421984619,1.177327157,6.47326231,2.591156846,0.798875
16_050_250_group_1,2.470859926,0.959512423,4.905899525,2.577401574,0.787754
16_050_250_group_2,2.302798416,0.948860172,4.69773531,2.595595198,0.788628
16_050_300_group_1,2.571631169,0.987082683,4.917869091,2.574760302,0.786936
16_050_300_group_2,2.475618661,0.991843536,4.755785465,2.583994765,0.791085
16_050_350_group_1,2.421570526,0.92644555,4.917869091,2.590997171,0.784312
16_050_350_group_2,2.495476661,0.969760103,4.755785465,2.58486606,0.791341
16_050_400_group_1,2.497742642,1.020521221,5.901508808,2.590099802,0.776518
16_050_400_group_2,2.429853388,0.942973815,4.583705425,2.595309842,0.779204
16_100_000_group_1,2.401488165,1.003336461,5.775626659,2.589029637,0.743312
16_100_050_group_1,2.286072268,0.915554263,4.774294853,2.5945514,0.74429
16_100_100_group_1,2.476045779,1.188152069,7.068125725,2.587122669,0.759598
16_100_100_group_2,3.028444761,2.067100819,8.41149044,2.581488387,0.818268
16_100_150_group_1,2.50415507,1.118040251,5.501017094,2.580632645,0.769011
16_100_150_group_2,2.704084904,1.594473721,7.526070118,2.576274945,0.806522
16_100_200_group_1,2.587016102,1.085355461,4.907895088,2.57135132,0.779103
16_100_200_group_2,2.50321049,1.193673027,6.288975716,2.575473132,0.802861
16_100_250_group_1,2.458889804,0.997536262,4.883876324,2.585008037,0.776701
16_100_250_group_2,2.281280069,0.907966008,4.427100182,2.590853941,0.786537
16_100_300_group_1,2.515475963,0.962990014,4.859737873,2.580699521,0.780068
16_100_300_group_2,2.412543778,0.910397395,4.411578178,2.584968371,0.784498
16_100_350_group_1,2.362039568,0.875570394,4.590115547,2.602249629,0.777706
16_100_350_group_2,2.379974441,0.886657105,4.482097149,2.599645919,0.782645
16_100_400_group_2,2.316582875,0.834964287,4.033280373,2.611974785,0.769031
16_150_000_group_1,2.367393559,0.99291292,5.157144547,2.589500334,0.74534
16_150_000_group_2,2.399497692,1.087056683,5.321735382,2.574144477,0.815849
16_150_050_group_1,2.314595262,0.93723681,4.375892639,2.587202617,0.749907
16_150_100_group_1,2.487506938,1.072480405,5.403964996,2.572850929,0.766575
16_150_150_group_1,2.553891333,1.116658637,5.447312355,2.569818195,0.780029
16_150_200_group_1,2.649730515,1.1348664,4.981225967,2.570496793,0.791446
16_150_200_group_2,2.703711639,1.35936913,6.24833107,2.551759676,0.828164
16_150_250_group_1,2.540058518,1.058498801,4.883876324,2.572415316,0.788492
16_150_250_group_2,2.381979222,1.036366244,4.979257584,2.57557758,0.80767
16_150_300_group_1,2.609157949,1.066002609,5.447312355,2.577663616,0.783822
16_150_300_group_2,2.541888345,1.044059875,4.979257584,2.573747455,0.794785
16_150_350_group_1,2.43908793,0.916937655,4.68729353,2.594873332,0.777446
16_150_350_group_2,2.505479314,0.972530307,5.208197117,2.587798355,0.784779
16_150_400_group_1,2.496912554,0.952903632,5.076708794,2.592850809,0.777003
16_150_400_group_2,2.448858822,0.872951651,4.534267426,2.60291745,0.771718
16_200_000_group_1,2.407174471,1.006231189,5.247561932,2.593041517,0.733221
16_200_000_group_2,2.719387083,1.663958383,7.442270756,2.580899742,0.78914
16_200_050_group_1,2.354464393,0.998843757,5.088276863,2.581404015,0.744271
16_200_050_group_2,2.954961797,1.969375827,7.715103149,2.581610738,0.79895
16_200_100_group_1,2.484585117,1.098119419,5.848130703,2.577730695,0.76371
16_200_100_group_2,2.951100291,1.938420648,7.76700592,2.563956525,0.812265
16_200_150_group_1,2.559730371,1.176597869,5.495670795,2.568361576,0.781178
16_200_200_group_1,2.719141736,1.187268344,5.204432487,2.557015064,0.793381
16_200_200_group_2,2.677140127,1.308587333,6.260865211,2.561039384,0.816219
16_200_250_group_1,2.65476689,1.182821427,5.669454575,2.570305079,0.787579
16_200_250_group_2,2.456410291,1.08378746,5.540070057,2.580941921,0.801875
16_200_300_group_1,2.57393901,1.043450513,5.269922733,2.57430584,0.780238
16_200_300_group_2,2.437517792,0.938418297,5.279212475,2.585438485,0.78848
16_200_350_group_1,2.408112081,0.879539738,4.396001339,2.596439971,0.76969
16_200_350_group_2,2.410469464,0.939080938,5.210078239,2.59683977,0.776126
16_200_400_group_1,2.3828866,0.851656933,4.050252438,2.60386041,0.771425
16_200_400_group_2,2.359348201,0.843988261,4.835479736,2.606328511,0.771841
16_250_000_group_1,2.459968136,0.975447279,5.136199474,2.590287366,0.745687
16_250_000_group_2,2.48667898,1.338437534,7.329492569,2.593285996,0.778369
16_250_050_group_1,2.39413285,0.984287276,5.088276863,2.586963284,0.755325
16_250_050_group_2,2.728381484,1.681106271,7.701118469,2.572271447,0.792693
16_250_100_group_1,2.427727866,0.972137041,4.37813139,2.584276435,0.767236
16_250_100_group_2,2.681640499,1.705213083,8.062914848,2.571321714,0.802282
16_250_150_group_1,2.427812642,0.984269142,4.37813139,2.5936541,0.775714
16_250_150_group_2,2.641673346,1.46326692,7.378795624,2.571152858,0.805427
16_250_200_group_1,2.552958413,0.996734028,4.636846542,2.585612554,0.777707
16_250_200_group_2,2.671543441,1.322990821,7.4711833,2.568008193,0.808254
16_250_250_group_1,2.549413488,1.068260291,5.669454575,2.592793465,0.772062
16_250_250_group_2,2.422687016,1.023771767,5.02041769,2.590095412,0.792727
16_250_300_group_1,2.515290774,0.988522556,4.759904861,2.590366088,0.770325
16_250_300_group_2,2.415280881,0.918747223,4.402683735,2.593251603,0.785007
16_250_350_group_1,2.491709048,0.94449195,4.503908157,2.595211748,0.769448
16_250_350_group_2,2.439838261,0.952945229,5.210078239,2.599051245,0.777953
16_250_400_group_1,2.440023491,0.91474596,4.384841442,2.599848859,0.777303
16_250_400_group_2,2.353616322,0.85974769,4.835479736,2.607900637,0.77763
16_300_000_group_1,2.397004803,0.901158429,4.657932281,2.605537047,0.754191
16_300_000_group_2,2.42640979,1.046747235,5.849805832,2.60256108,0.768385
16_300_050_group_1,2.345468428,0.953094373,5.522352695,2.606717447,0.756969
16_300_050_group_2,2.468165113,1.186507847,6.538034916,2.588642726,0.783262
16_300_100_group_1,2.395598399,0.941200506,4.446978092,2.596370283,0.764383
16_300_100_group_2,2.429799976,1.15768791,6.809679985,2.590820178,0.783939
16_300_150_group_1,2.403154646,0.931136819,4.404909134,2.593020119,0.773277
16_300_150_group_2,2.444429942,1.112733937,6.436828136,2.588922226,0.787728
16_300_200_group_1,2.516705937,0.992146166,4.636846542,2.589673543,0.775351
16_300_200_group_2,2.456850891,1.009675204,5.12665081,2.586339283,0.793976
16_300_250_group_1,2.51186269,1.064137604,5.854829788,2.594300551,0.776253
16_300_250_group_2,2.401105369,0.956540345,5.210078239,2.59958512,0.782837
16_300_300_group_1,2.443537832,0.990089717,4.77839756,2.594223816,0.7747
16_300_300_group_2,2.366760113,0.93030963,5.181788445,2.599656153,0.783251
16_300_350_group_1,2.388640041,0.914765066,4.605035305,2.598847736,0.773339
16_300_350_group_2,2.390712542,0.912022076,5.387619495,2.602807488,0.78016
16_300_400_group_1,2.418392718,0.931981566,4.638958454,2.59532189,0.780996
16_300_400_group_2,2.404701526,0.918375031,4.835479736,2.604510179,0.783649
16_350_000_group_1,2.427763387,1.07647169,6.084646225,2.612757446,0.747381
16_350_050_group_1,2.409804278,1.11707288,6.557490349,2.608484154,0.75774
16_350_050_group_2,2.505287,1.147924314,5.504579067,2.586282677,0.775065
16_350_100_group_1,2.321823321,0.894769971,4.01135397,2.60316999,0.758494
